track,consequent_name,antecedents,support,support_count,confidence,lift,baseline_prevalence,leverage,conviction,fold_hits
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_7d_low",0.07643312101910828,24,0.3934426229508196,1.8718330849478386,0.21019108280254778,0.03559982149377256,1.3021174040282322,5
severity,CREATININE_LOWER_LIMIT,"wind_gusts_10m_max_day1_high, wind_gusts_10m_max_mean_13d_high",0.06050955414012739,19,0.5588235294117647,1.8667083854818525,0.29936305732484075,0.028094446022151,1.5881104033970277,5
severity,HEMATOCRIT_UPPER_LIMIT,"snowfall_sum_mean_13d_low, wind_direction_10m_dominant_peak_14d_high",0.0732484076433121,23,0.34328358208955223,1.858466289243438,0.18471337579617833,0.0338350440180129,1.2414591777649102,5
severity,NEUTROPHIL_PHYSIOLOGICAL,"precipitation_hours_mean_13d_high, precipitation_hours_mean_7d_high, snowfall_sum_mean_13d_low",0.05732484076433121,18,0.6428571428571429,1.8350649350649353,0.3503184713375796,0.026086250963527936,1.8191082802547776,5
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_day1_low, precipitation_hours_mean_2d_low, precipitation_sum_mean_7d_low",0.05732484076433121,18,0.3829787234042553,1.8220502901353963,0.21019108280254778,0.025863118179236484,1.2800351416648363,5
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_2d_low, precipitation_sum_day1_low, precipitation_sum_mean_7d_low",0.05732484076433121,18,0.3829787234042553,1.8220502901353963,0.21019108280254778,0.025863118179236484,1.2800351416648363,5
severity,NEUTROPHIL_INCREASED,moon_near_new,0.06050955414012739,19,0.4318181818181818,1.8078787878787879,0.23885350318471338,0.027039636496409593,1.3396178343949046,5
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_7d_low, precipitation_sum_mean_7d_low",0.06050955414012739,19,0.38,1.8078787878787879,0.21019108280254778,0.027039636496409593,1.2738853503184715,5
severity,HEMATOCRIT_UPPER_LIMIT,"snowfall_sum_mean_13d_low, wind_direction_10m_dominant_peak_7d_high",0.06050955414012739,19,0.33333333333333337,1.8045977011494256,0.18471337579617833,0.026978782100693745,1.2229299363057327,5
severity,NEUTROPHIL_PHYSIOLOGICAL,"precipitation_hours_mean_13d_high, precipitation_sum_mean_7d_high, snowfall_sum_mean_13d_low",0.054140127388535034,17,0.6296296296296297,1.7973063973063974,0.3503184713375796,0.02401720150918902,1.7541401273885353,5
severity,TOTAL_PROTEIN_UPPER_LIMIT,"apparent_temperature_max_day1_high, precipitation_sum_mean_13d_high",0.05732484076433121,18,0.6923076923076924,1.796567069294342,0.3853503184713376,0.02541685261065358,1.9976114649681533,5
severity,TOTAL_PROTEIN_UPPER_LIMIT,"apparent_temperature_max_day1_high, precipitation_sum_mean_13d_high, snowfall_sum_mean_13d_low",0.05732484076433121,18,0.6923076923076924,1.796567069294342,0.3853503184713376,0.02541685261065358,1.9976114649681533,5
severity,ALBUMIN_UPPER_LIMIT,wind_direction_10m_dominant_peak_7d_high,0.07006369426751592,22,0.27848101265822783,1.784551795401705,0.15605095541401273,0.030802466631506348,1.1696837635489998,5
severity,NEUTROPHIL_PHYSIOLOGICAL,"precipitation_hours_mean_13d_high, precipitation_sum_peak_14d_high",0.06050955414012739,19,0.6129032258064516,1.749560117302053,0.3503184713375796,0.025923972574952332,1.6783439490445862,5
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_day1_low, precipitation_hours_mean_13d_low",0.06050955414012739,19,0.3653846153846154,1.7383449883449884,0.21019108280254778,0.02570083979066088,1.2445473846747734,5
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_sum_day1_low",0.06050955414012739,19,0.3653846153846154,1.7383449883449884,0.21019108280254778,0.02570083979066088,1.2445473846747734,5
