disease,feature_block,feature,mean_abs_shap,std_abs_shap,n_folds
acute flare-up of triaditis/chronic enteropathy,combined,num__Albumin concentration (in g/l),0.32793194716790175,0.15030616601188213,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_sum__day1,0.30329412442517734,0.11277118501115406,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__mean_7d,0.30109463642271145,0.16754357551307453,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_sum__peak_14d,0.300961304590318,0.1522572281708341,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__peak_14d,0.2871337674853473,0.11605126602637013,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neutrophil count interpretation_upper limit,0.2828560107467996,0.33922921356049635,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__regularly dewormed_no,0.2821395969068787,0.31025410821735894,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_sum__mean_13d,0.2763148687674895,0.17192927562014584,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_gusts_10m_max__mean_13d,0.27075866849230923,0.10759587887567092,5
acute flare-up of triaditis/chronic enteropathy,combined,num__BUN concentration,0.2649117727555862,0.16311408169165997,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_weekday_sat,0.25688856028000046,0.18309864976982532,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_month_oct,0.25678754458177266,0.4020122588737151,5
acute flare-up of triaditis/chronic enteropathy,combined,num__Na value,0.2521998063857618,0.10659552137823712,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_direction_10m_dominant__peak_14d,0.23634996547534137,0.1609964291599803,5
acute flare-up of triaditis/chronic enteropathy,combined,num__initial hematocrit,0.2315060048458971,0.08764307363512328,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__hematocrit interpretation_lower limit,0.2261552960382851,0.17613911097813043,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neuter status_intact,0.20816077375839162,0.08729749508912892,5
acute flare-up of triaditis/chronic enteropathy,combined,num__daylight_duration__day1,0.19442600042593622,0.10891306560987032,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_direction_10m_dominant__mean_7d,0.17729845172491615,0.11964995386520212,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_gusts_10m_max__mean_7d,0.17372487462805572,0.143088143451133,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_direction_10m_dominant__mean_13d,0.1693724736283152,0.09202695895293664,5
acute flare-up of triaditis/chronic enteropathy,combined,num__wind_direction_10m_dominant__peak_7d,0.16842631995668106,0.07430513003263439,5
acute flare-up of triaditis/chronic enteropathy,combined,num__apparent_temperature_max__day1,0.16498943673530733,0.13394190546699827,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__peak_7d,0.14499278121041378,0.0916689429753213,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__mean_13d,0.1434584860928228,0.06811986565219064,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_EKH,0.14280644268882345,0.09112523969285599,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_sum__mean_2d,0.13586897791432895,0.031137913298985676,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__mean_2d,0.09639247285292948,0.037435395942750575,5
acute flare-up of triaditis/chronic enteropathy,combined,num__hospitalization time (days)__missing,0.08771476121475955,0.08177264710404394,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__urban or rural region_village,0.0799988118978027,0.09818003761498487,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__regularly vaccinated_Missing,0.0797005661429387,0.09707665415528403,5
acute flare-up of triaditis/chronic enteropathy,combined,num__snowfall_sum__mean_13d,0.07858679423510392,0.07313149769027083,5
acute flare-up of triaditis/chronic enteropathy,combined,num__precipitation_hours__day1,0.07851158456478843,0.05833381873571008,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_weekday_sun,0.07315985832357326,0.10743640368306187,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__left shift_no,0.04647461945070567,0.042430281455890596,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__lymphocyte count interpreatation_lower limit,0.04403888547163492,0.021958739505555897,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_physiological,0.041612954874915384,0.02246474708770364,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_season_autumn,0.04034826652833846,0.035014816015724384,5
acute flare-up of triaditis/chronic enteropathy,combined,num__snowfall_sum__mean_7d,0.03972367823980745,0.04993103483527461,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_lower limit,0.03832072678643055,0.03566722358453529,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__regularly vaccinated_no,0.03712219144537328,0.06710789127633726,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__leukocyte count interpreatation_upper limit,0.034973775625689124,0.06444903880562884,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__regularly vaccinated_yes,0.0342176351132028,0.01520396251089356,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_season_summer,0.03343590029855865,0.04457132295126799,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__urban or rural region_small town,0.02937954071141814,0.037065499637175765,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__regularly dewormed_Missing,0.028565371713827687,0.03896422475804281,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neuter status_neutered,0.02402232914420522,0.021809393640397877,5
acute flare-up of triaditis/chronic enteropathy,combined,num__altitude (MASL),0.02373805662239257,0.020482392063603635,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__hematocrit interpretation_physiological,0.021473267516041967,0.024851727459399554,5
acute flare-up of triaditis/chronic enteropathy,combined,num__lymphocyte count__missing,0.020180717266890698,0.025923875510049273,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_physiological,0.017474618421802555,0.02823869025103762,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__initial total protein interpreatation_upper limit,0.016749850991457236,0.03745380542989063,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_upper limit,0.01632821750466214,0.02267033299682045,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_increased,0.01605166901679187,0.018550957698245284,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__fecal examination_Missing,0.01508611091891097,0.024277334275304867,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_physiological,0.015042712812629455,0.019835378918613367,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Na interpreatation_lower limit,0.013922221976000956,0.021921442427265576,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_upper limit,0.013659358726298563,0.01533013036522819,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__sex_F,0.013610593485627381,0.009458321738057801,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__hematocrit interpretation_upper limit,0.012625045308324302,0.02823045952842793,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_physiological,0.011748275856191802,0.02626994343286441,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neutrophil count interpretation_increased,0.011060049062870279,0.011667461052764125,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__lymphocyte count interpreatation_physiological,0.00957567836310401,0.017245887992846768,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_upper limit,0.009417580375067167,0.012408715824350512,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_weekday_fri,0.008425842564712646,0.008864303342478478,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__travel history_Missing,0.0075753266346169105,0.007515154378224699,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__leukocyte count interpreatation_physiological,0.007386813854178306,0.007577773946146312,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__leukocyte count interpreatation_lower limit,0.007208965509970125,0.016119736927744637,5
acute flare-up of triaditis/chronic enteropathy,combined,num__K value__missing,0.0067571079654932375,0.010150446633580137,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__urban or rural region_city,0.006136368250211067,0.010375661225123034,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_lower limit,0.00550281158109429,0.00833774837076125,5
acute flare-up of triaditis/chronic enteropathy,combined,num__Initial total protein concentration (in g/l)__missing,0.005356005300691126,0.00521062752964316,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__sex_M,0.005216265920331355,0.0036547644393138162,5
acute flare-up of triaditis/chronic enteropathy,combined,num__leukocyte count__missing,0.0048159956916765095,0.006784631045391604,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neutrophil count interpretation_lower limit,0.004555863840225335,0.01018722124297709,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BARF diet_Missing,0.004246788426030961,0.009496107606664566,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__neutrophil count interpretation_physiological,0.00424473163786014,0.006205850748978981,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_lower limit,0.003864883585347608,0.005474132393756768,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_increased,0.0038503197991918625,0.008609576806106344,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_increased,0.0038405300585296733,0.0055236537603341445,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Na interpreatation_physiological,0.003811733941130871,0.005745572262406013,5
acute flare-up of triaditis/chronic enteropathy,combined,num__Albumin concentration (in g/l)__missing,0.0037105418451110297,0.0056906795288179535,5
acute flare-up of triaditis/chronic enteropathy,combined,num__snowfall_sum__mean_3d,0.002957954521038352,0.006614187383394587,5
acute flare-up of triaditis/chronic enteropathy,combined,num__initial hematocrit__missing,0.0026337552681942843,0.005889255815780609,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_Missing,0.002525311587830474,0.005646768374756871,5
acute flare-up of triaditis/chronic enteropathy,combined,num__CREA concentration __missing,0.0023772862777884404,0.005315773719112402,5
acute flare-up of triaditis/chronic enteropathy,combined,num__BUN concentration__missing,0.002289439586582944,0.005119342545978478,5
acute flare-up of triaditis/chronic enteropathy,combined,num__Cl value__missing,0.0022419691723034093,0.0050131954727293615,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__eda3_month_aug,0.002240000817680848,0.0050087940979894885,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__hematocrit interpretation_decreased,0.0020395785416299547,0.004560636264534464,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_upper limit,0.0014263269491482016,0.0031893640164352643,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_Missing,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_decreased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Albumin interpretation_lower limit,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BARF diet_no,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BARF diet_nono,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__BARF diet_yes ,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_Missing,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__BUN interpreattion_decreased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_Missing,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_decreased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__CREA interpretation_increased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_decreased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Cl interpreatation_lower limit,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_Missing,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_decreased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_increased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_physiological,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__K interpreatation_upper limit,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Na interpreatation_Missing,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Na interpreatation_increased,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__Na interpreatation_upper limit,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Abessinier,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_BKH,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_BKH-Mischling,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Bengalkatze,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Birma,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Brit. Kurzhaar,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Britisch Langhaar,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Burma,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Colourpoint,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Devon Rex,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_EKH-Mischling,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Exotic Shorthair,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Heilige Birma,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Kartäuser,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Kartäuser-Mischling,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Maine Coon,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Maine Coon-Mischling,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Mischling,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Norw. Waldkatze,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Norw. Waldkatze-Mischling,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Oriental. Kurzhaar,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Perser,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Persermischling,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Ragdoll,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Russisch Blau,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Siam,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Siam-Mischling,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Sib. Waldkatze-Mix,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Singapura,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Sphinx,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Thai,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Tonkanese (Katze),0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__breed_Türkisch Angora,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_1999-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_1999-03-30,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_1999-06-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2000-10-23,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-05-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-05-15,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-06-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-07-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-08-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2001-12-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2002-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2002-04-19,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2002-05-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2002-06-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-03-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-05-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-05-12,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-05-22,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-06-26,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2003-09-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-05-20,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-07-31,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-08-03,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-09-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2004-11-14,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-03-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-03-17,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-03-26,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-03-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-04-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-04-27,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-04-30,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-06-30,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-07-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-10-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-10-22,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2005-12-31,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-03-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-03-07,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-06-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-06-19,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-07-19,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-08-10,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-09-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-10-10,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2006-12-21,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-02-17,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-04-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-04-14,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-05-04,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-05-06,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-05-19,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-06-14,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-07-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-08-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-08-02,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2007-09-05,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-03-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-04-04,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-04-30,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-06-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-07-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-08-15,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2008-09-13,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-04-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-04-04,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-05-13,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-06-25,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-07-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-07-10,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-08-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-08-03,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2009-09-03,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-04-08,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-05-05,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-06-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-08-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-08-17,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-08-26,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-10-04,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-10-11,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-11-10,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2010-12-06,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-04-02,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-05-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-07-22,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-09-14,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-10-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2011-11-19,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-01-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-04-16,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-04-20,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-04-25,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-05-24,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-07-02,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-08-15,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-10-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-10-10,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2012-11-26,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2013-01-01,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2013-05-01,0.0,0.0,5
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2013-05-28,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2013-07-18,0.0,0.0,4
acute flare-up of triaditis/chronic enteropathy,combined,cat__date of birth_2013-10-01,0.0,0.0,4
