disease,perm_idx,perm_mean_auc
acute pancreatitis,142,0.49304294299674056
acute pancreatitis,143,0.5463255204357325
acute pancreatitis,144,0.47008123896631987
acute pancreatitis,145,0.48088873126742193
acute pancreatitis,146,0.4926523078366044
acute pancreatitis,147,0.4007944709887509
acute pancreatitis,148,0.5270165933519971
acute pancreatitis,149,0.5004429332629787
acute pancreatitis,150,0.38084092255501467
acute pancreatitis,151,0.5187841744818489
acute pancreatitis,152,0.5248935250693617
acute pancreatitis,153,0.5381572727082893
acute pancreatitis,154,0.5284447889258546
acute pancreatitis,155,0.4468573637055392
acute pancreatitis,156,0.5261368384042875
acute pancreatitis,157,0.518254962681733
acute pancreatitis,158,0.45325888454339625
acute pancreatitis,159,0.5118985445151847
acute pancreatitis,160,0.5624368140363564
acute pancreatitis,161,0.443793375201488
acute pancreatitis,162,0.5150982160738258
acute pancreatitis,163,0.44351715872453196
acute pancreatitis,164,0.5298995198619258
acute pancreatitis,165,0.5286266108238482
acute pancreatitis,166,0.5195729699858809
acute pancreatitis,167,0.5190625104657328
acute pancreatitis,168,0.5881609234387012
