disease,perm_idx,perm_mean_auc
acute pancreatitis,169,0.560947028642935
acute pancreatitis,170,0.582754635109959
acute pancreatitis,171,0.5319854609825543
acute pancreatitis,172,0.46269132317741646
acute pancreatitis,173,0.47591372189309916
acute pancreatitis,174,0.5142064723586462
acute pancreatitis,175,0.43840431092538024
acute pancreatitis,176,0.5023965911491233
acute pancreatitis,177,0.4438659024618872
acute pancreatitis,178,0.522821536655719
acute pancreatitis,179,0.5232576946662786
acute pancreatitis,180,0.4389783601101933
acute pancreatitis,181,0.4892967852178723
acute pancreatitis,182,0.562546574722213
acute pancreatitis,183,0.5183436636194955
acute pancreatitis,184,0.5506597092378211
acute pancreatitis,185,0.509891913918492
acute pancreatitis,186,0.5011191808069386
acute pancreatitis,187,0.4626350657917446
acute pancreatitis,188,0.41984517766270396
acute pancreatitis,189,0.4524550219399302
acute pancreatitis,190,0.4514940617605414
acute pancreatitis,191,0.41782830364229906
acute pancreatitis,192,0.4393474057815346
acute pancreatitis,193,0.5669147396912619
acute pancreatitis,194,0.4921851125797052
acute pancreatitis,195,0.573171052696693
acute pancreatitis,196,0.446513433098799
acute pancreatitis,197,0.47079363253450907
acute pancreatitis,198,0.5599372487415966
acute pancreatitis,199,0.5421354191578953
acute pancreatitis,200,0.4826826522519049
parvovirus enteritis,1,0.5782552082122436
parvovirus enteritis,2,0.4444378128609934
parvovirus enteritis,3,0.4187044066053575
parvovirus enteritis,4,0.4775638898216174
parvovirus enteritis,5,0.4917615876805518
parvovirus enteritis,6,0.4878362577908901
parvovirus enteritis,7,0.5150015917271565
parvovirus enteritis,8,0.5399360295366032
parvovirus enteritis,9,0.38651641848107854
parvovirus enteritis,10,0.37321395583646033
parvovirus enteritis,11,0.4237819318619883
parvovirus enteritis,12,0.47749588015145594
parvovirus enteritis,13,0.5164774920948563
parvovirus enteritis,14,0.48007135814782054
parvovirus enteritis,15,0.48965018314406805
parvovirus enteritis,16,0.4974446014086783
parvovirus enteritis,17,0.6057165580775323
parvovirus enteritis,18,0.5840615533878022
parvovirus enteritis,19,0.5014052504855295
parvovirus enteritis,20,0.5125025141942435
parvovirus enteritis,21,0.45054592445747216
parvovirus enteritis,22,0.5973130473516659
parvovirus enteritis,23,0.4663743869299425
parvovirus enteritis,24,0.4702005840328766
parvovirus enteritis,25,0.56009280255312
parvovirus enteritis,26,0.48853243097086285
parvovirus enteritis,27,0.5467946521747691
parvovirus enteritis,28,0.44725138148212346
parvovirus enteritis,29,0.4567446823274285
parvovirus enteritis,30,0.4173711605854463
parvovirus enteritis,31,0.5335319387889456
parvovirus enteritis,32,0.5345131773452576
parvovirus enteritis,33,0.5975359503731988
parvovirus enteritis,34,0.5090171387952013
parvovirus enteritis,35,0.4539749536178107
parvovirus enteritis,36,0.5240653650010376
parvovirus enteritis,37,0.3767116509221773
parvovirus enteritis,38,0.48678882897652437
parvovirus enteritis,39,0.43105742669210156
parvovirus enteritis,40,0.5552348132235351
parvovirus enteritis,41,0.46660698529671274
parvovirus enteritis,42,0.44213561094787146
parvovirus enteritis,43,0.5068086050996483
parvovirus enteritis,44,0.3841309857276244
parvovirus enteritis,45,0.46185325013159073
parvovirus enteritis,46,0.5496804348647399
parvovirus enteritis,47,0.49548945655148613
parvovirus enteritis,48,0.4561782747107694
parvovirus enteritis,49,0.4892982041301369
parvovirus enteritis,50,0.5951734007988705
parvovirus enteritis,51,0.4716441627155913
parvovirus enteritis,52,0.44808889447326516
parvovirus enteritis,53,0.47980424421025936
parvovirus enteritis,54,0.48162993024280587
parvovirus enteritis,55,0.5379965148177318
parvovirus enteritis,56,0.6207781460754123
parvovirus enteritis,57,0.5581631126075571
parvovirus enteritis,58,0.42584255042290176
parvovirus enteritis,59,0.4910902116910251
parvovirus enteritis,60,0.5006717876147346
parvovirus enteritis,61,0.4921695430976844
parvovirus enteritis,62,0.45965608465608465
parvovirus enteritis,63,0.43496102365327316
parvovirus enteritis,64,0.5107191951873054
parvovirus enteritis,65,0.5691648654263524
parvovirus enteritis,66,0.5235575823781564
parvovirus enteritis,67,0.4419673250006511
parvovirus enteritis,68,0.4635286553938693
parvovirus enteritis,69,0.42575067789353505
parvovirus enteritis,70,0.4639381635413381
parvovirus enteritis,71,0.5607596951514923
parvovirus enteritis,72,0.4625457602433256
parvovirus enteritis,73,0.5544414181877236
parvovirus enteritis,74,0.43443464027402323
parvovirus enteritis,75,0.5311404752882585
parvovirus enteritis,76,0.4345491301151679
parvovirus enteritis,77,0.39482626741018
parvovirus enteritis,78,0.6519781175691786
parvovirus enteritis,79,0.46113547758284595
parvovirus enteritis,80,0.40720692340299536
parvovirus enteritis,81,0.5812315159391184
parvovirus enteritis,82,0.44342164352347047
parvovirus enteritis,83,0.6484358358906799
parvovirus enteritis,84,0.576734850897774
parvovirus enteritis,85,0.45867936416650973
parvovirus enteritis,86,0.506411031303655
parvovirus enteritis,87,0.5927173697761934
parvovirus enteritis,88,0.45238327743269335
parvovirus enteritis,89,0.46523434987703405
parvovirus enteritis,90,0.5530762639891594
parvovirus enteritis,91,0.4258455675593152
parvovirus enteritis,92,0.5081228830492807
parvovirus enteritis,93,0.5664723638545123
parvovirus enteritis,94,0.45881380934336596
parvovirus enteritis,95,0.5243007756033244
parvovirus enteritis,96,0.4846254304190811
parvovirus enteritis,97,0.5516509414672275
parvovirus enteritis,98,0.5014638361538631
parvovirus enteritis,99,0.6121674838049108
parvovirus enteritis,100,0.420537798539827
parvovirus enteritis,101,0.4682699443413729
parvovirus enteritis,102,0.46460989032626465
parvovirus enteritis,103,0.3822265172295122
parvovirus enteritis,104,0.4885195964668657
parvovirus enteritis,105,0.499991784196636
parvovirus enteritis,106,0.4493978825338617
parvovirus enteritis,107,0.5021954957274388
parvovirus enteritis,108,0.44679913322912324
parvovirus enteritis,109,0.40157926582529757
parvovirus enteritis,110,0.5193168624289152
parvovirus enteritis,111,0.529614853477965
parvovirus enteritis,112,0.4073376764020039
parvovirus enteritis,113,0.5732379528504675
parvovirus enteritis,114,0.4757148004385976
parvovirus enteritis,115,0.40968923933209644
parvovirus enteritis,116,0.5088233766476787
parvovirus enteritis,117,0.6340242005279599
parvovirus enteritis,118,0.5594370559242303
parvovirus enteritis,119,0.5179443846311882
parvovirus enteritis,120,0.5085395796693315
parvovirus enteritis,121,0.3835385645327166
parvovirus enteritis,122,0.40682371714117743
parvovirus enteritis,123,0.6461487190564914
parvovirus enteritis,124,0.48466788788880777
parvovirus enteritis,125,0.4510713778913013
parvovirus enteritis,126,0.5598437437744038
parvovirus enteritis,127,0.5141594814696212
parvovirus enteritis,128,0.5307011152776488
parvovirus enteritis,129,0.5688122277578117
parvovirus enteritis,130,0.4652836421530022
parvovirus enteritis,131,0.5855085019172124
parvovirus enteritis,132,0.5046317544445726
parvovirus enteritis,133,0.5289180773988414
parvovirus enteritis,134,0.5087821670548512
parvovirus enteritis,135,0.48280325001874635
parvovirus enteritis,136,0.5640994854202402
parvovirus enteritis,137,0.5061110341466323
parvovirus enteritis,138,0.4522080613478073
parvovirus enteritis,139,0.4398904006046863
parvovirus enteritis,140,0.5959021417179312
parvovirus enteritis,141,0.369927121417723
parvovirus enteritis,142,0.5306978977439026
parvovirus enteritis,143,0.5485684531102321
parvovirus enteritis,144,0.5177280088332721
parvovirus enteritis,145,0.4278881528361033
parvovirus enteritis,146,0.4272089333484567
parvovirus enteritis,147,0.4768214948316989
parvovirus enteritis,148,0.5779737620950077
parvovirus enteritis,149,0.3637047080171699
parvovirus enteritis,150,0.43826310976686916
parvovirus enteritis,151,0.5596424567227801
parvovirus enteritis,152,0.39115158636483505
parvovirus enteritis,153,0.4121357715618334
parvovirus enteritis,154,0.5249533552700669
parvovirus enteritis,155,0.23670531688903904
parvovirus enteritis,156,0.41642049451604785
parvovirus enteritis,157,0.5188058968069762
parvovirus enteritis,158,0.4562692394145179
parvovirus enteritis,159,0.6218766462814082
parvovirus enteritis,160,0.49684548322986455
parvovirus enteritis,161,0.6300530627643288
parvovirus enteritis,162,0.5329598405566628
parvovirus enteritis,163,0.5760280907627193
parvovirus enteritis,164,0.5273792620419585
parvovirus enteritis,165,0.5350776191927785
parvovirus enteritis,166,0.5782252682798419
parvovirus enteritis,167,0.6087355501641215
parvovirus enteritis,168,0.4828721054619133
parvovirus enteritis,169,0.47402482158688714
parvovirus enteritis,170,0.418125070626
parvovirus enteritis,171,0.4004056210415269
parvovirus enteritis,172,0.5583645918316689
parvovirus enteritis,173,0.47229006590117706
parvovirus enteritis,174,0.5100015259810581
parvovirus enteritis,175,0.5654178806638572
parvovirus enteritis,176,0.4979639317930964
parvovirus enteritis,177,0.502237917838354
parvovirus enteritis,178,0.4932235783459308
parvovirus enteritis,179,0.5039221640320843
parvovirus enteritis,180,0.5607576572625199
parvovirus enteritis,181,0.6501500708237704
parvovirus enteritis,182,0.46956573532596924
parvovirus enteritis,183,0.45965222133510497
parvovirus enteritis,184,0.5752580663377309
parvovirus enteritis,185,0.6419419992272969
parvovirus enteritis,186,0.5139763528771546
parvovirus enteritis,187,0.5569085543822048
parvovirus enteritis,188,0.5302255728139189
parvovirus enteritis,189,0.5708311118092502
parvovirus enteritis,190,0.500632367450937
parvovirus enteritis,191,0.44709205191956203
parvovirus enteritis,192,0.47668614518062347
parvovirus enteritis,193,0.5365020183391584
parvovirus enteritis,194,0.46489005719467114
parvovirus enteritis,195,0.5587737327734075
parvovirus enteritis,196,0.3805679630342703
parvovirus enteritis,197,0.47575421770791726
parvovirus enteritis,198,0.4727709503611143
parvovirus enteritis,199,0.5276889916706227
parvovirus enteritis,200,0.5287701108339329
