severity_marker,antecedents,support,support_count,confidence,lift,baseline_prevalence,leverage,conviction
neutrophil_increased,"precipitation_hours_day1_high, snowfall_sum_mean_13d_low",0.050793650793650794,16,0.3137254901960784,1.4532871972318337,0.21587301587301588,0.015842781557067268,1.1425850340136054
neutrophil_increased,"apparent_temperature_max_day1_high, daylight_duration_day1_high, snowfall_sum_mean_13d_low",0.050793650793650794,16,0.3137254901960784,1.4532871972318337,0.21587301587301588,0.015842781557067268,1.1425850340136054
neutrophil_increased,surface_pressure_max_mean_13d_low,0.0761904761904762,24,0.3037974683544304,1.4072970960536113,0.21587301587301588,0.022050894431846817,1.1262914862914863
neutrophil_increased,daylight_duration_day1_high,0.0761904761904762,24,0.30000000000000004,1.3897058823529413,0.21587301587301588,0.021365583270345184,1.1201814058956916
neutrophil_increased,"precipitation_sum_mean_2d_high, snowfall_sum_mean_13d_low",0.05396825396825397,17,0.29824561403508776,1.3815789473684212,0.21587301587301588,0.014905517762660622,1.1173809523809524
albumin_low,"surface_pressure_max_day1_low, surface_pressure_max_mean_13d_low",0.05714285714285714,18,0.37499999999999994,1.4405487804878045,0.26031746031746034,0.017475434618291756,1.1834920634920636
albumin_low,"snowfall_sum_mean_13d_low, wind_direction_10m_dominant_peak_7d_low",0.050793650793650794,16,0.35555555555555557,1.3658536585365852,0.26031746031746034,0.01360544217687075,1.1477832512315274
albumin_low,surface_pressure_max_mean_13d_low,0.08888888888888889,28,0.35443037974683544,1.3615313368323556,0.26031746031746034,0.023602922650541702,1.1457827575474635
albumin_low,"precipitation_hours_mean_13d_low, precipitation_hours_peak_14d_low, snowfall_sum_mean_13d_low",0.050793650793650794,16,0.34782608695652173,1.3361611876988333,0.26031746031746034,0.012779037540942298,1.1341798941798942
albumin_low,"precipitation_hours_mean_13d_low, precipitation_sum_mean_13d_low, snowfall_sum_mean_13d_low",0.05396825396825397,17,0.3469387755102041,1.332752613240418,0.26031746031746034,0.013474426807760141,1.1326388888888888
albumin_low,"precipitation_sum_mean_13d_low, snowfall_sum_mean_13d_low",0.06031746031746032,19,0.3392857142857143,1.3033536585365852,0.26031746031746034,0.01403880070546737,1.1195195195195196
albumin_low,"precipitation_hours_day1_low, wind_gusts_10m_max_day1_low",0.050793650793650794,16,0.32653061224489793,1.254355400696864,0.26031746031746034,0.010299823633156964,1.0983164983164981
albumin_low,"precipitation_sum_day1_low, wind_gusts_10m_max_day1_low",0.050793650793650794,16,0.32653061224489793,1.254355400696864,0.26031746031746034,0.010299823633156964,1.0983164983164981
albumin_low,"precipitation_sum_peak_14d_low, snowfall_sum_mean_13d_low",0.050793650793650794,16,0.32653061224489793,1.254355400696864,0.26031746031746034,0.010299823633156964,1.0983164983164981
albumin_low,"precipitation_hours_day1_low, precipitation_sum_day1_low, wind_gusts_10m_max_day1_low",0.050793650793650794,16,0.32653061224489793,1.254355400696864,0.26031746031746034,0.010299823633156964,1.0983164983164981
BUN_increased,"precipitation_hours_mean_7d_low, precipitation_hours_peak_14d_low, surface_pressure_max_day1_high",0.06349206349206349,20,0.7692307692307692,2.0025429116338205,0.38412698412698415,0.031786344167296546,2.668783068783068
BUN_increased,"precipitation_hours_peak_14d_low, precipitation_sum_mean_7d_low, surface_pressure_max_day1_high",0.05714285714285714,18,0.7499999999999999,1.9524793388429749,0.38412698412698415,0.027876039304610727,2.4634920634920627
BUN_increased,"precipitation_hours_mean_7d_low, precipitation_hours_peak_14d_low, surface_pressure_max_mean_13d_high",0.06349206349206349,20,0.7407407407407407,1.9283746556473826,0.38412698412698415,0.030566893424036276,2.3755102040816323
BUN_increased,"precipitation_hours_peak_14d_low, precipitation_sum_mean_7d_low, surface_pressure_max_mean_13d_high",0.06031746031746032,19,0.7307692307692308,1.9024157660521297,0.38412698412698415,0.028611740992693376,2.2875283446712027
BUN_increased,"precipitation_hours_peak_14d_low, precipitation_hours_peak_7d_low, surface_pressure_max_day1_high",0.050793650793650794,16,0.7272727272727273,1.8933132982719758,0.38412698412698415,0.023965734441924916,2.2582010582010583
BUN_increased,"precipitation_hours_peak_14d_low, precipitation_hours_peak_7d_low, surface_pressure_max_mean_13d_high",0.05714285714285714,18,0.72,1.874380165289256,0.38412698412698415,0.026656588561350465,2.199546485260771
BUN_increased,"precipitation_hours_mean_7d_low, precipitation_sum_mean_13d_low, surface_pressure_max_day1_high",0.05396825396825397,17,0.7083333333333333,1.8440082644628095,0.38412698412698415,0.024701436130007557,2.1115646258503395
BUN_increased,"precipitation_hours_peak_14d_low, surface_pressure_max_day1_high, surface_pressure_max_mean_13d_high",0.06031746031746032,19,0.7037037037037037,1.8319559228650137,0.38412698412698415,0.027392290249433106,2.0785714285714287
BUN_increased,"precipitation_sum_mean_7d_low, surface_pressure_max_day1_high, surface_pressure_max_mean_13d_high",0.06031746031746032,19,0.7037037037037037,1.8319559228650137,0.38412698412698415,0.027392290249433106,2.0785714285714287
BUN_increased,"precipitation_hours_mean_13d_low, precipitation_hours_peak_7d_low, surface_pressure_max_mean_13d_high",0.050793650793650794,16,0.6956521739130435,1.8109953287818898,0.38412698412698415,0.022746283698664646,2.023582766439909
creatinine_increased,"precipitation_hours_peak_14d_low, precipitation_sum_mean_13d_low, precipitation_sum_mean_7d_low",0.05396825396825397,17,0.42500000000000004,1.455163043478261,0.2920634920634921,0.01688082640463593,1.2311939268461007
creatinine_increased,"precipitation_hours_mean_13d_low, precipitation_hours_peak_14d_low, precipitation_sum_mean_7d_low",0.05396825396825397,17,0.4146341463414634,1.4196712619300105,0.2920634920634921,0.015953640715545475,1.209391534391534
creatinine_increased,"precipitation_hours_mean_13d_high, precipitation_hours_mean_7d_high, precipitation_sum_mean_7d_high",0.050793650793650794,16,0.41025641025641024,1.4046822742474916,0.2920634920634921,0.014633408919123202,1.200414078674948
creatinine_increased,wind_direction_10m_dominant_mean_7d_high,0.10158730158730159,32,0.4050632911392405,1.3869014859658777,0.2920634920634921,0.028339632149155955,1.1899358324890237
creatinine_increased,"precipitation_sum_mean_13d_low, precipitation_sum_mean_7d_low",0.06349206349206349,20,0.4,1.3695652173913044,0.2920634920634921,0.017132779037540936,1.1798941798941798
creatinine_increased,"precipitation_hours_mean_13d_low, precipitation_sum_mean_13d_low, precipitation_sum_mean_7d_low",0.06031746031746032,19,0.3958333333333333,1.355298913043478,0.2920634920634921,0.015812547241118663,1.17175697865353
creatinine_increased,"precipitation_hours_mean_7d_low, precipitation_sum_mean_13d_low, precipitation_sum_mean_7d_low",0.06031746031746032,19,0.3958333333333333,1.355298913043478,0.2920634920634921,0.015812547241118663,1.17175697865353
creatinine_increased,"precipitation_hours_mean_13d_high, precipitation_sum_mean_7d_high",0.05396825396825397,17,0.39534883720930236,1.3536400404448938,0.2920634920634921,0.014099269337364578,1.1708180708180709
creatinine_increased,"apparent_temperature_max_day1_low, snowfall_sum_mean_13d_high",0.06984126984126984,22,0.39285714285714285,1.3451086956521738,0.2920634920634921,0.01791887125220458,1.1660130718954247
creatinine_increased,"wind_direction_10m_dominant_mean_13d_high, wind_direction_10m_dominant_mean_7d_high",0.06984126984126984,22,0.39285714285714285,1.3451086956521738,0.2920634920634921,0.01791887125220458,1.1660130718954247
