cluster,diagnosis,count,row_pct,col_pct
0,acute flare-up of triaditis/chronic enteropathy,5,41.66666666666667,5.617977528089887
0,acute gastroenteritis,0,0.0,0.0
0,acute pancreatitis,6,50.0,4.838709677419355
0,parvovirus enteritis,1,8.333333333333332,2.4390243902439024
1,acute flare-up of triaditis/chronic enteropathy,16,21.333333333333336,17.97752808988764
1,acute gastroenteritis,8,10.666666666666668,13.333333333333334
1,acute pancreatitis,38,50.66666666666667,30.64516129032258
1,parvovirus enteritis,13,17.333333333333336,31.70731707317073
2,acute flare-up of triaditis/chronic enteropathy,12,29.268292682926827,13.48314606741573
2,acute gastroenteritis,17,41.46341463414634,28.333333333333332
2,acute pancreatitis,7,17.073170731707318,5.64516129032258
2,parvovirus enteritis,5,12.195121951219512,12.195121951219512
3,acute flare-up of triaditis/chronic enteropathy,35,30.434782608695656,39.325842696629216
3,acute gastroenteritis,15,13.043478260869565,25.0
3,acute pancreatitis,50,43.47826086956522,40.32258064516129
3,parvovirus enteritis,15,13.043478260869565,36.58536585365854
4,acute flare-up of triaditis/chronic enteropathy,4,16.0,4.49438202247191
4,acute gastroenteritis,14,56.00000000000001,23.333333333333332
4,acute pancreatitis,1,4.0,0.8064516129032258
4,parvovirus enteritis,6,24.0,14.634146341463413
5,acute flare-up of triaditis/chronic enteropathy,17,36.95652173913043,19.101123595505616
5,acute gastroenteritis,6,13.043478260869565,10.0
5,acute pancreatitis,22,47.82608695652174,17.741935483870968
5,parvovirus enteritis,1,2.1739130434782608,2.4390243902439024
