block,Dtag,n_dim,method,k_label,k,ari,nmi
combined,D80,17,kmeans,k4,4,0.06092726998564012,0.07006536929129895
combined,D80,17,kmeans,k6,6,0.045243048167868005,0.07998794996468347
combined,D80,17,kmeans,kbest,2,0.094279663493603,0.07932671659336078
