disease,perm_idx,perm_mean_auc
acute pancreatitis,168,0.4796173892429082
acute pancreatitis,169,0.48420687810060625
acute pancreatitis,170,0.489235509419215
acute pancreatitis,171,0.3499131259829456
acute pancreatitis,172,0.4942246062782997
acute pancreatitis,173,0.4374797816017706
acute pancreatitis,174,0.5179958819123155
acute pancreatitis,175,0.474903039278324
acute pancreatitis,176,0.5562147048806686
acute pancreatitis,177,0.519298157366662
acute pancreatitis,178,0.48198675787677453
acute pancreatitis,179,0.5260931848596406
acute pancreatitis,180,0.5288023792483094
acute pancreatitis,181,0.5176694881044126
acute pancreatitis,182,0.4199378948030164
acute pancreatitis,183,0.4265884563075053
acute pancreatitis,184,0.4774337108482777
acute pancreatitis,185,0.5247398555433135
acute pancreatitis,186,0.5611704196339085
acute pancreatitis,187,0.5037458511142722
acute pancreatitis,188,0.5507718609990595
acute pancreatitis,189,0.4952879372240274
acute pancreatitis,190,0.5092345571334018
acute pancreatitis,191,0.5390616182886714
acute pancreatitis,192,0.5179647642404521
acute pancreatitis,193,0.5342189440113598
acute pancreatitis,194,0.5309778922935726
acute pancreatitis,195,0.4767249773242973
acute pancreatitis,196,0.512341502759053
acute pancreatitis,197,0.46449735450980567
acute pancreatitis,198,0.4765758160234898
acute pancreatitis,199,0.5838278185331541
acute pancreatitis,200,0.41727598939854726
parvovirus enteritis,1,0.4560739746663282
parvovirus enteritis,2,0.42315142180371285
parvovirus enteritis,3,0.4368088079180358
parvovirus enteritis,4,0.4924665034170331
parvovirus enteritis,5,0.5182744448533922
parvovirus enteritis,6,0.39133665352632585
parvovirus enteritis,7,0.49782625062475877
parvovirus enteritis,8,0.5353760814218169
parvovirus enteritis,9,0.3750934233479755
parvovirus enteritis,10,0.60652084985787
parvovirus enteritis,11,0.48035904551663344
parvovirus enteritis,12,0.49520499108734406
parvovirus enteritis,13,0.4102182941047004
parvovirus enteritis,14,0.47697044355880786
parvovirus enteritis,15,0.4260726561574019
parvovirus enteritis,16,0.46814100346264087
parvovirus enteritis,17,0.4362280576566292
parvovirus enteritis,18,0.5064054364867232
parvovirus enteritis,19,0.36944316511686365
parvovirus enteritis,20,0.5384049100655869
parvovirus enteritis,21,0.431633861324637
parvovirus enteritis,22,0.51635432695959
parvovirus enteritis,23,0.6011738165760722
parvovirus enteritis,24,0.4730535631329282
parvovirus enteritis,25,0.5131500728549606
parvovirus enteritis,26,0.5151657389068113
parvovirus enteritis,27,0.6038019123733409
parvovirus enteritis,28,0.49615812891099004
parvovirus enteritis,29,0.4609928690017959
parvovirus enteritis,30,0.48247623102029225
parvovirus enteritis,31,0.49363696650758637
parvovirus enteritis,32,0.48792149724588174
parvovirus enteritis,33,0.460237499126388
parvovirus enteritis,34,0.430284142175995
parvovirus enteritis,35,0.5118189707575855
parvovirus enteritis,36,0.6318478076359254
parvovirus enteritis,37,0.5090235888703323
parvovirus enteritis,38,0.4341620504715742
parvovirus enteritis,39,0.3441295423825278
parvovirus enteritis,40,0.45247981800282044
parvovirus enteritis,41,0.5008884295194409
parvovirus enteritis,42,0.5488089893645449
parvovirus enteritis,43,0.5673084969116715
parvovirus enteritis,44,0.5031700157370655
parvovirus enteritis,45,0.5641735218958939
parvovirus enteritis,46,0.4567119146959281
parvovirus enteritis,47,0.48139038514907434
parvovirus enteritis,48,0.4971700886126499
parvovirus enteritis,49,0.640362797347074
parvovirus enteritis,50,0.5198461493425319
parvovirus enteritis,51,0.46196078431372556
parvovirus enteritis,52,0.5573577428860448
parvovirus enteritis,53,0.48046048635946403
parvovirus enteritis,54,0.41820628824403216
parvovirus enteritis,55,0.42900123698310966
parvovirus enteritis,56,0.5155470874155085
parvovirus enteritis,57,0.4778480828623087
parvovirus enteritis,58,0.4072017335018853
parvovirus enteritis,59,0.5455344837221701
parvovirus enteritis,60,0.5406993889608445
parvovirus enteritis,61,0.4621667387426819
parvovirus enteritis,62,0.4953314857932535
parvovirus enteritis,63,0.3911661866745725
parvovirus enteritis,64,0.4660115992382002
parvovirus enteritis,65,0.6292343761558904
parvovirus enteritis,66,0.4774871337621134
parvovirus enteritis,67,0.462132942863937
parvovirus enteritis,68,0.47779834216342165
parvovirus enteritis,69,0.5514241809576494
parvovirus enteritis,70,0.5075081207590617
parvovirus enteritis,71,0.49328264389210774
parvovirus enteritis,72,0.5321653970487707
parvovirus enteritis,73,0.5815847410169911
parvovirus enteritis,74,0.5257574690860002
parvovirus enteritis,75,0.47091991755348256
parvovirus enteritis,76,0.5724445496261447
parvovirus enteritis,77,0.38449434338248356
parvovirus enteritis,78,0.494199217651831
parvovirus enteritis,79,0.5185911058132817
parvovirus enteritis,80,0.47583749477257625
parvovirus enteritis,81,0.5178700112315168
parvovirus enteritis,82,0.4567455665613009
parvovirus enteritis,83,0.5588444015703903
parvovirus enteritis,84,0.49674666623489827
parvovirus enteritis,85,0.44424731940604956
parvovirus enteritis,86,0.507132765893681
parvovirus enteritis,87,0.5370756213171074
parvovirus enteritis,88,0.4665392455621025
parvovirus enteritis,89,0.5022438282964599
parvovirus enteritis,90,0.4603626995027993
parvovirus enteritis,91,0.40385781651931313
parvovirus enteritis,92,0.5099790297389457
parvovirus enteritis,93,0.5652167789853035
parvovirus enteritis,94,0.4407635873694522
parvovirus enteritis,95,0.5244782803403493
parvovirus enteritis,96,0.41234205147951786
parvovirus enteritis,97,0.5666952704484466
parvovirus enteritis,98,0.6347509378007006
parvovirus enteritis,99,0.3951736229728144
parvovirus enteritis,100,0.5162813968939768
parvovirus enteritis,101,0.5272875044754743
parvovirus enteritis,102,0.5823584883182407
parvovirus enteritis,103,0.5465808625100724
parvovirus enteritis,104,0.5461271948695885
parvovirus enteritis,105,0.39896074237344076
parvovirus enteritis,106,0.5583815183665723
parvovirus enteritis,107,0.4979996269487904
parvovirus enteritis,108,0.5372064982200928
parvovirus enteritis,109,0.4147489469103173
parvovirus enteritis,110,0.43500606863069624
parvovirus enteritis,111,0.43152467148219104
parvovirus enteritis,112,0.5243326421477682
parvovirus enteritis,113,0.45536347362017854
parvovirus enteritis,114,0.4586397239525343
parvovirus enteritis,115,0.48132410539973564
parvovirus enteritis,116,0.5788366497733074
parvovirus enteritis,117,0.5819394999506027
parvovirus enteritis,118,0.46232524626465316
parvovirus enteritis,119,0.5101871699728843
parvovirus enteritis,120,0.4840725507413861
parvovirus enteritis,121,0.4553272876548739
parvovirus enteritis,122,0.5357761648396323
parvovirus enteritis,123,0.47061925735650345
parvovirus enteritis,124,0.5722591234399952
parvovirus enteritis,125,0.5600887257895344
parvovirus enteritis,126,0.5960779769629726
parvovirus enteritis,127,0.44603555031241654
parvovirus enteritis,128,0.48868302154851867
parvovirus enteritis,129,0.5291233548177379
parvovirus enteritis,130,0.5220600228653434
parvovirus enteritis,131,0.5260920329567919
parvovirus enteritis,132,0.5533452658203802
parvovirus enteritis,133,0.4775520194091623
parvovirus enteritis,134,0.4372461060636688
parvovirus enteritis,135,0.5308562604113616
parvovirus enteritis,136,0.5516396299602743
parvovirus enteritis,137,0.5066057989790241
parvovirus enteritis,138,0.42379103721677536
parvovirus enteritis,139,0.48748850111755804
parvovirus enteritis,140,0.5453712203180651
parvovirus enteritis,141,0.5327789903840324
parvovirus enteritis,142,0.5121414706110723
parvovirus enteritis,143,0.4508341129769701
parvovirus enteritis,144,0.5370099960279967
parvovirus enteritis,145,0.6291336724896113
parvovirus enteritis,146,0.497770324913182
parvovirus enteritis,147,0.40144996138144096
parvovirus enteritis,148,0.40501241114123354
parvovirus enteritis,149,0.5078278581198405
parvovirus enteritis,150,0.4296471134968554
parvovirus enteritis,151,0.5371112221112222
parvovirus enteritis,152,0.4557853423162487
parvovirus enteritis,153,0.5784878075692376
parvovirus enteritis,154,0.4263873174691888
parvovirus enteritis,155,0.49244897219077954
parvovirus enteritis,156,0.5719752965197189
parvovirus enteritis,157,0.44843988895201836
parvovirus enteritis,158,0.373478635893675
parvovirus enteritis,159,0.4842041802595104
parvovirus enteritis,160,0.4077739190633928
parvovirus enteritis,161,0.5015968128906134
parvovirus enteritis,162,0.5248506263612531
parvovirus enteritis,163,0.4652878985035784
parvovirus enteritis,164,0.6449166067771543
parvovirus enteritis,165,0.4466519616478476
parvovirus enteritis,166,0.6262695798095618
parvovirus enteritis,167,0.5058113201568654
parvovirus enteritis,168,0.5640016588477201
parvovirus enteritis,169,0.5275442505414156
parvovirus enteritis,170,0.5179158936301793
parvovirus enteritis,171,0.4290350137780775
parvovirus enteritis,172,0.4675971353749132
parvovirus enteritis,173,0.3933417508417508
parvovirus enteritis,174,0.575794919366348
parvovirus enteritis,175,0.4720455264899709
parvovirus enteritis,176,0.5081089888979109
parvovirus enteritis,177,0.5138539808140696
parvovirus enteritis,178,0.52779023169459
parvovirus enteritis,179,0.6468386542446692
parvovirus enteritis,180,0.6251023162480547
parvovirus enteritis,181,0.5312742724647487
parvovirus enteritis,182,0.4812597160076152
parvovirus enteritis,183,0.5390200687026084
parvovirus enteritis,184,0.3949542326643167
parvovirus enteritis,185,0.5178493603305634
parvovirus enteritis,186,0.5240100682629418
parvovirus enteritis,187,0.6236020332277642
parvovirus enteritis,188,0.5476800699014321
parvovirus enteritis,189,0.5104318376712466
parvovirus enteritis,190,0.444745765899872
parvovirus enteritis,191,0.5184656912419716
parvovirus enteritis,192,0.5225385149842968
parvovirus enteritis,193,0.5643066117979141
parvovirus enteritis,194,0.4720461033915176
parvovirus enteritis,195,0.5712973208892647
parvovirus enteritis,196,0.5983068845658306
parvovirus enteritis,197,0.5634197921592878
parvovirus enteritis,198,0.43449350148598276
parvovirus enteritis,199,0.4861363703299654
parvovirus enteritis,200,0.43259576901086333
