cluster,diagnosis,count,row_pct,col_pct
1,acute flare-up of triaditis/chronic enteropathy,21,27.631578947368425,23.595505617977526
1,acute gastroenteritis,15,19.736842105263158,25.0
1,acute pancreatitis,33,43.42105263157895,26.61290322580645
1,parvovirus enteritis,7,9.210526315789473,17.073170731707318
2,acute flare-up of triaditis/chronic enteropathy,25,33.33333333333333,28.08988764044944
2,acute gastroenteritis,12,16.0,20.0
2,acute pancreatitis,29,38.666666666666664,23.387096774193548
2,parvovirus enteritis,9,12.0,21.951219512195124
3,acute flare-up of triaditis/chronic enteropathy,2,50.0,2.247191011235955
3,acute gastroenteritis,0,0.0,0.0
3,acute pancreatitis,2,50.0,1.6129032258064515
3,parvovirus enteritis,0,0.0,0.0
4,acute flare-up of triaditis/chronic enteropathy,12,20.689655172413794,13.48314606741573
4,acute gastroenteritis,16,27.586206896551722,26.666666666666668
4,acute pancreatitis,22,37.93103448275862,17.741935483870968
4,parvovirus enteritis,8,13.793103448275861,19.51219512195122
5,acute flare-up of triaditis/chronic enteropathy,3,20.0,3.3707865168539324
5,acute gastroenteritis,2,13.333333333333334,3.3333333333333335
5,acute pancreatitis,5,33.33333333333333,4.032258064516129
5,parvovirus enteritis,5,33.33333333333333,12.195121951219512
6,acute flare-up of triaditis/chronic enteropathy,26,30.23255813953488,29.213483146067414
6,acute gastroenteritis,15,17.441860465116278,25.0
6,acute pancreatitis,33,38.372093023255815,26.61290322580645
6,parvovirus enteritis,12,13.953488372093023,29.268292682926827
