cluster,diagnosis,count,row_pct,col_pct
0,acute flare-up of triaditis/chronic enteropathy,45,31.690140845070424,50.56179775280899
0,acute gastroenteritis,16,11.267605633802818,26.666666666666668
0,acute pancreatitis,65,45.774647887323944,52.41935483870967
0,parvovirus enteritis,16,11.267605633802818,39.02439024390244
1,acute flare-up of triaditis/chronic enteropathy,16,24.242424242424242,17.97752808988764
1,acute gastroenteritis,31,46.96969696969697,51.66666666666667
1,acute pancreatitis,8,12.121212121212121,6.451612903225806
1,parvovirus enteritis,11,16.666666666666664,26.82926829268293
2,acute flare-up of triaditis/chronic enteropathy,23,24.210526315789473,25.842696629213485
2,acute gastroenteritis,13,13.684210526315791,21.666666666666668
2,acute pancreatitis,46,48.421052631578945,37.096774193548384
2,parvovirus enteritis,13,13.684210526315791,31.70731707317073
3,acute flare-up of triaditis/chronic enteropathy,5,45.45454545454545,5.617977528089887
3,acute gastroenteritis,0,0.0,0.0
3,acute pancreatitis,5,45.45454545454545,4.032258064516129
3,parvovirus enteritis,1,9.090909090909092,2.4390243902439024
