track,consequent_name,antecedents,support,support_count,confidence,lift,baseline_prevalence,leverage,conviction
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_7d_low, precipitation_sum_mean_2d_low",0.050793650793650794,16,0.4571428571428572,2.149253731343284,0.2126984126984127,0.027160493827160497,1.4502923976608189
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_2d_low, precipitation_sum_mean_7d_low",0.050793650793650794,16,0.43243243243243246,2.0330778539733765,0.2126984126984127,0.02581002771478962,1.3871504157218444
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_2d_low, precipitation_hours_mean_7d_low, precipitation_sum_mean_13d_low",0.050793650793650794,16,0.43243243243243246,2.0330778539733765,0.2126984126984127,0.02581002771478962,1.3871504157218444
severity,BUN_LOWER_LIMIT,"precipitation_hours_day1_high, wind_gusts_10m_max_mean_13d_high",0.050793650793650794,16,0.5333333333333333,2.0240963855421685,0.2634920634920635,0.025699168556311415,1.5782312925170068
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_2d_low, precipitation_hours_mean_7d_low",0.05714285714285714,18,0.42857142857142855,2.014925373134328,0.2126984126984127,0.028783068783068782,1.3777777777777778
severity,BUN_INCREASED,"precipitation_hours_mean_7d_low, precipitation_hours_peak_14d_low, surface_pressure_max_day1_high",0.06349206349206349,20,0.7692307692307692,1.9861286254728876,0.3873015873015873,0.03152431342907533,2.6550264550264546
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_day1_low, precipitation_hours_mean_13d_low, precipitation_hours_mean_7d_low",0.05714285714285714,18,0.4186046511627907,1.9680666435265535,0.2126984126984127,0.028107835726883346,1.3541587301587303
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_hours_mean_7d_low, precipitation_sum_day1_low",0.05714285714285714,18,0.4186046511627907,1.9680666435265535,0.2126984126984127,0.028107835726883346,1.3541587301587303
severity,NEUTROPHIL_PHYSIOLOGICAL,"precipitation_hours_mean_7d_high, precipitation_sum_peak_14d_high",0.05396825396825397,17,0.68,1.9472727272727275,0.3492063492063492,0.02625346434870245,2.033730158730159
severity,BUN_INCREASED,"precipitation_hours_peak_14d_low, precipitation_sum_mean_7d_low, surface_pressure_max_day1_high",0.05714285714285714,18,0.7499999999999999,1.9364754098360653,0.3873015873015873,0.027634164777021915,2.45079365079365
severity,HEMATOCRIT_UPPER_LIMIT,"snowfall_sum_mean_13d_low, wind_direction_10m_dominant_peak_14d_high, wind_direction_10m_dominant_peak_7d_high",0.050793650793650794,16,0.35555555555555557,1.9310344827586206,0.18412698412698414,0.024489795918367346,1.2660098522167489
severity,SERUM_CL_UPPER_LIMIT,"daylight_duration_day1_low, eda3_season__winter, precipitation_hours_peak_14d_high",0.05714285714285714,18,0.6923076923076923,1.9298842750170184,0.35873015873015873,0.027533383723859915,2.084126984126984
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_day1_low, precipitation_hours_mean_13d_low, precipitation_sum_mean_7d_low",0.050793650793650794,16,0.41025641025641024,1.928817451205511,0.2126984126984127,0.024459561602418745,1.3349896480331263
severity,TOTAL_PROTEIN_INCREASED,"precipitation_hours_mean_13d_low, precipitation_sum_day1_low, precipitation_sum_mean_7d_low",0.050793650793650794,16,0.41025641025641024,1.928817451205511,0.2126984126984127,0.024459561602418745,1.3349896480331263
severity,BUN_INCREASED,"precipitation_hours_mean_7d_low, precipitation_hours_peak_14d_low, surface_pressure_max_mean_13d_high",0.06349206349206349,20,0.7407407407407407,1.9125683060109289,0.3873015873015873,0.030294784580498862,2.363265306122449
