disease,feature_block,fold,feature_name,rank,mean_abs_shap_fold
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__neutrophil count (x 10^9/L),1.0,1.6796025411158741
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__body weight,2.0,1.4815882232549626
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__hospitalization time (days),3.0,1.066869990012243
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__leukocyte count,4.0,1.0263232456000209
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__Na value,5.0,0.7509923692404626
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__neuter status_intact,6.0,0.6949828667166982
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__initial hematocrit,7.0,0.677709312137159
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__CREA concentration ,8.0,0.6776866831283878
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__K value,9.0,0.6480336926475956
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__BUN concentration,10.0,0.5779736545325573
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Na interpreatation_decreased,11.0,0.5228598075588587
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__lymphocyte count,12.0,0.4830507415340982
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__fecal examination_Missing,13.0,0.345418972072057
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__Albumin concentration (in g/l),14.0,0.33254701369073497
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly dewormed_yes,15.0,0.3006642636448985
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__Initial total protein concentration (in g/l),16.0,0.27887060033017863
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__hematocrit interpretation_lower limit,17.0,0.26368622637013595
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly vaccinated_no,18.0,0.26081683049163035
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__Cl value,19.0,0.24922637894855332
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__hospitalization time (days)__missing,20.0,0.22418891679493685
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly vaccinated_Missing,21.0,0.21230451250012963
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__altitude (MASL),22.0,0.1804190081313056
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__breed_EKH,23.0,0.1335917613111534
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__leukocyte count interpreatation_upper limit,24.0,0.09987426440505283
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Na interpreatation_lower limit,25.0,0.09125849025776243
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__urban or rural region_village,26.0,0.09036407231387958
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Albumin interpretation_lower limit,27.0,0.0879752111209109
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly dewormed_no,28.0,0.0844418359484478
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__lymphocyte count interpreatation_lower limit,29.0,0.0815933229099572
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__CREA interpretation_physiological,30.0,0.0738639563234635
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__hematocrit interpretation_decreased,31.0,0.07230987705088993
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Albumin interpretation_upper limit,32.0,0.0718940264329846
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__urban or rural region_small town,33.0,0.07111347000001081
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__left shift_no,34.0,0.056927403529172284
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__neutrophil count interpretation_upper limit,35.0,0.05519812947263657
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Albumin interpretation_physiological,36.0,0.0539010573304373
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__BARF diet_Missing,37.0,0.0517460191034848
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__sex_F,38.0,0.046975849565829834
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__BUN interpreattion_physiological,39.0,0.043420994259287075
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__K interpreatation_lower limit,40.0,0.03512395741070862
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly vaccinated_yes,41.0,0.03303017285488914
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__CREA interpretation_lower limit,42.0,0.027684887895623532
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__initial hematocrit__missing,43.0,0.025738020413674692
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__leukocyte count interpreatation_physiological,44.0,0.025442434896279505
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__sex_M,45.0,0.023841647061140874
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__neutrophil count interpretation_physiological,46.0,0.022215846742590584
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,num__Albumin concentration (in g/l)__missing,47.0,0.018088965327861924
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__neuter status_neutered,48.0,0.017424989091409382
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__regularly dewormed_Missing,49.0,0.0173488863442578
acute flare-up of triaditis/chronic enteropathy,clinical_only,1,cat__Cl interpreatation_increased,50.0,0.015739364238850476
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__neutrophil count (x 10^9/L),1.0,1.5084936791030812
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__body weight,2.0,1.1719577742391438
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__leukocyte count,3.0,0.9975687752547882
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__Na value,4.0,0.8379837750153616
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__hospitalization time (days),5.0,0.7541837742783051
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__regularly dewormed_yes,6.0,0.7519065756759613
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__K value,7.0,0.6685392683143493
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__neuter status_intact,8.0,0.608465877454586
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__BUN concentration,9.0,0.5709928777384824
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__lymphocyte count,10.0,0.5469532753322738
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__CREA concentration ,11.0,0.5384649683370999
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__Initial total protein concentration (in g/l),12.0,0.5232175711358809
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__regularly dewormed_no,13.0,0.42546838886133803
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__initial hematocrit,14.0,0.4097859781456154
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__Albumin concentration (in g/l),15.0,0.36236910728308547
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__Na interpreatation_decreased,16.0,0.27473737152231503
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__fecal examination_Missing,17.0,0.259734701984636
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__CREA interpretation_lower limit,18.0,0.2524211389445512
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__Cl value,19.0,0.23174006488573648
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__BUN interpreattion_upper limit,20.0,0.22856662558848123
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__urban or rural region_small town,21.0,0.2044035723651248
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__CREA interpretation_physiological,22.0,0.19821446207578416
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__hematocrit interpretation_lower limit,23.0,0.18650299490068636
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__Albumin interpretation_upper limit,24.0,0.17889638545060896
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__breed_EKH,25.0,0.16500458629817577
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__urban or rural region_village,26.0,0.15182157629030787
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__leukocyte count interpreatation_upper limit,27.0,0.1478625750262881
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__altitude (MASL),28.0,0.1412644570063431
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__hospitalization time (days)__missing,29.0,0.12136059546747306
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__lymphocyte count interpreatation_physiological,30.0,0.10130896224621658
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__regularly vaccinated_no,31.0,0.07765069876065471
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__neutrophil count interpretation_upper limit,32.0,0.0726633998350506
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__BARF diet_Missing,33.0,0.0629021584754423
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__hematocrit interpretation_physiological,34.0,0.061438786158784765
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__urban or rural region_city,35.0,0.059093263784352555
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__Albumin interpretation_physiological,36.0,0.05715955272787483
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__BUN interpreattion_physiological,37.0,0.05198322390631606
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__travel history_no,38.0,0.04573328064744234
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__regularly vaccinated_yes,39.0,0.0396123482385587
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__lymphocyte count interpreatation_lower limit,40.0,0.03902549280249402
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__regularly dewormed_Missing,41.0,0.027226899120716783
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__BUN interpreattion_lower limit,42.0,0.023032187523235867
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__travel history_Missing,43.0,0.02271040904531838
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,num__lymphocyte count__missing,44.0,0.021297007365951023
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__Cl interpreatation_upper limit,45.0,0.020355660119645385
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__left shift_Missing,46.0,0.018276380609162573
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__neuter status_neutered,47.0,0.017599584113180456
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__K interpreatation_lower limit,48.0,0.015914783657207405
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__initial total protein interpreatation_upper limit,49.0,0.015644688223172658
acute flare-up of triaditis/chronic enteropathy,clinical_only,2,cat__Na interpreatation_physiological,50.0,0.015303595703921214
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__neutrophil count (x 10^9/L),1.0,1.2777144355698613
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__leukocyte count,2.0,1.1490594007120856
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__body weight,3.0,1.0678171801420422
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__regularly dewormed_yes,4.0,0.9970578501989285
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__CREA concentration ,5.0,0.9786660319565388
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__K value,6.0,0.847290528535282
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__hospitalization time (days),7.0,0.7855415943518269
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__Initial total protein concentration (in g/l),8.0,0.5818720759241308
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__Albumin concentration (in g/l),9.0,0.5476790796752294
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__lymphocyte count,10.0,0.5137437497709972
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Na interpreatation_decreased,11.0,0.48372837503655136
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__BUN concentration,12.0,0.47632607585275727
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__Na value,13.0,0.4512484882817052
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__Cl value,14.0,0.3973136496339941
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__neuter status_intact,15.0,0.3669588935776207
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__BARF diet_Missing,16.0,0.26855378260021284
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__initial hematocrit,17.0,0.22431976542446044
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__hematocrit interpretation_decreased,18.0,0.20791557163333543
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__initial total protein interpreatation_upper limit,19.0,0.19753096619968027
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__regularly dewormed_no,20.0,0.18363973082742846
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__regularly vaccinated_no,21.0,0.16001033320255925
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Albumin interpretation_physiological,22.0,0.13220672483389065
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Albumin interpretation_upper limit,23.0,0.13133346402299304
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__BUN interpreattion_lower limit,24.0,0.12867862998625693
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__initial total protein interpreatation_lower limit,25.0,0.1261039785674955
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__hospitalization time (days)__missing,26.0,0.11699663715961454
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__BUN interpreattion_physiological,27.0,0.10733932742346781
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__leukocyte count interpreatation_upper limit,28.0,0.08890624727331763
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__travel history_Missing,29.0,0.08685759406121663
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Albumin interpretation_increased,30.0,0.08612850914636826
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,num__altitude (MASL),31.0,0.08518527474530059
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__sex_F,32.0,0.0779827180731238
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__fecal examination_Missing,33.0,0.0756493299837123
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__sex_M,34.0,0.07162058608301033
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__neuter status_neutered,35.0,0.05953937715452099
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__regularly vaccinated_Missing,36.0,0.059514454639620476
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__CREA interpretation_lower limit,37.0,0.058043333596226473
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Cl interpreatation_physiological,38.0,0.051232967072357895
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__breed_EKH,39.0,0.050611880214141355
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__CREA interpretation_upper limit,40.0,0.04961249148719076
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__left shift_no,41.0,0.041920894217141645
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__regularly dewormed_Missing,42.0,0.038050288994751796
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Albumin interpretation_lower limit,43.0,0.03409709478690431
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__lymphocyte count interpreatation_lower limit,44.0,0.0331249615845348
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__CREA interpretation_physiological,45.0,0.0329444663873383
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__Na interpreatation_lower limit,46.0,0.028812268672030752
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__fecal examination_negative,47.0,0.025505883780763614
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__K interpreatation_lower limit,48.0,0.025265001624693098
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__BUN interpreattion_increased,49.0,0.025138800165108697
acute flare-up of triaditis/chronic enteropathy,clinical_only,3,cat__urban or rural region_small town,50.0,0.02257517027572854
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__leukocyte count,1.0,1.6335171386793923
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__body weight,2.0,1.4778753271702028
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__hospitalization time (days),3.0,1.1101571967709984
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__K value,4.0,1.0294193313265367
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__neutrophil count (x 10^9/L),5.0,0.9828740374911589
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__lymphocyte count,6.0,0.8803317529726468
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__Cl value,7.0,0.8644564742307627
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__Initial total protein concentration (in g/l),8.0,0.7540383465312195
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neuter status_intact,9.0,0.6811344255134675
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__initial hematocrit,10.0,0.5893421983153421
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly dewormed_yes,11.0,0.5543814780853635
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__CREA concentration ,12.0,0.5145448014186825
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neutrophil count interpretation_upper limit,13.0,0.4459084612492958
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__BUN concentration,14.0,0.4222964875439361
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly dewormed_no,15.0,0.420614158859788
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__Albumin concentration (in g/l),16.0,0.4096111555950422
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__Na value,17.0,0.3766264611930966
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly dewormed_Missing,18.0,0.3195669184703685
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__Na interpreatation_decreased,19.0,0.2785520881419558
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__altitude (MASL),20.0,0.2661802392713498
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__leukocyte count interpreatation_upper limit,21.0,0.1802554315719655
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__breed_EKH,22.0,0.1516212419620664
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__hospitalization time (days)__missing,23.0,0.1473610522075268
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__urban or rural region_small town,24.0,0.1302968115118307
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly vaccinated_Missing,25.0,0.11622731355613786
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__sex_F,26.0,0.09823018249077378
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__Albumin interpretation_physiological,27.0,0.09636844376141593
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__urban or rural region_city,28.0,0.08606704171508711
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly vaccinated_yes,29.0,0.08243039198292676
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__left shift_no,30.0,0.07188601878076173
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__lymphocyte count interpreatation_lower limit,31.0,0.06721966251502717
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__initial hematocrit__missing,32.0,0.05967924278476914
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__initial total protein interpreatation_upper limit,33.0,0.05879294073557241
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__urban or rural region_village,34.0,0.05564120646751928
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__regularly vaccinated_no,35.0,0.053615752265035045
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__lymphocyte count interpreatation_physiological,36.0,0.05316658533570175
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__hematocrit interpretation_lower limit,37.0,0.044314626272091796
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__Albumin interpretation_lower limit,38.0,0.04426447269079056
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__K interpreatation_Missing,39.0,0.042861107683753966
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__BUN interpreattion_increased,40.0,0.0361194394076247
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__BUN interpreattion_lower limit,41.0,0.02792686740308331
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neutrophil count interpretation_physiological,42.0,0.02744337354684064
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__K value__missing,43.0,0.02317840248468943
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__lymphocyte count__missing,44.0,0.02132152596536309
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neutrophil count interpretation_lower limit,45.0,0.019142630813129193
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__initial total protein interpreatation_physiological,46.0,0.01808884502990598
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,num__Albumin concentration (in g/l)__missing,47.0,0.016929253834234704
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neuter status_neutered,48.0,0.015757775143299096
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__neutrophil count interpretation_increased,49.0,0.0139456296164058
acute flare-up of triaditis/chronic enteropathy,clinical_only,4,cat__Albumin interpretation_increased,50.0,0.012585946210065594
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__body weight,1.0,1.5493602144446457
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__neutrophil count (x 10^9/L),2.0,1.445593433996355
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__leukocyte count,3.0,1.4396400577634634
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__hematocrit interpretation_lower limit,4.0,0.9913788954985026
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__CREA concentration ,5.0,0.9103041794865485
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly dewormed_yes,6.0,0.8400485351511259
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__hospitalization time (days),7.0,0.8366808711276141
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__lymphocyte count,8.0,0.7352509690812851
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__neuter status_intact,9.0,0.7145762864995782
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Na interpreatation_decreased,10.0,0.6317279283986036
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__Initial total protein concentration (in g/l),11.0,0.6123666516440075
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__K value,12.0,0.5465729041678866
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__Albumin concentration (in g/l),13.0,0.47709943908547414
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__initial hematocrit,14.0,0.44167038840784584
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__Cl value,15.0,0.3800242856804714
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__Na value,16.0,0.34317863725500547
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__CREA interpretation_lower limit,17.0,0.24673992426576455
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__BUN concentration,18.0,0.2276476409814521
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__hospitalization time (days)__missing,19.0,0.21453204139435011
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly dewormed_no,20.0,0.193215786750166
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__urban or rural region_small town,21.0,0.17882111585627067
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__urban or rural region_village,22.0,0.12525089221765598
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Albumin interpretation_physiological,23.0,0.11720448634830917
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly vaccinated_yes,24.0,0.11654482692934731
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__leukocyte count interpreatation_lower limit,25.0,0.09868292582067116
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__travel history_no,26.0,0.09449446670769869
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__BUN interpreattion_upper limit,27.0,0.09395295337494897
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__sex_F,28.0,0.08525649848700563
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly dewormed_Missing,29.0,0.07345070991655805
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__breed_EKH,30.0,0.06144575005391231
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Albumin interpretation_upper limit,31.0,0.05777576403625473
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__travel history_Missing,32.0,0.05684688993105985
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,num__altitude (MASL),33.0,0.05624637693967496
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__BUN interpreattion_increased,34.0,0.05232048871867414
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__neuter status_neutered,35.0,0.04799273669838945
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__sex_M,36.0,0.04579340752484627
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__CREA interpretation_physiological,37.0,0.04349777177781896
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly vaccinated_Missing,38.0,0.04330339057276295
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__BUN interpreattion_lower limit,39.0,0.04289377212729551
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__K interpreatation_lower limit,40.0,0.03324368825563766
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__regularly vaccinated_no,41.0,0.028779631104014426
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__hematocrit interpretation_decreased,42.0,0.02634817478205408
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__fecal examination_negative,43.0,0.025070585757940755
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Cl interpreatation_upper limit,44.0,0.02364453608300659
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__leukocyte count interpreatation_physiological,45.0,0.02336227619353156
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__initial total protein interpreatation_upper limit,46.0,0.017857557353880598
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Na interpreatation_physiological,47.0,0.017302469041773096
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__left shift_no,48.0,0.016561018176097373
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Cl interpreatation_physiological,49.0,0.015014618922979303
acute flare-up of triaditis/chronic enteropathy,clinical_only,5,cat__Cl interpreatation_Missing,50.0,0.011497285392164732
acute flare-up of triaditis/chronic enteropathy,combined,1,num__neutrophil count (x 10^9/L),1.0,1.098893542946748
acute flare-up of triaditis/chronic enteropathy,combined,1,num__body weight,2.0,1.0189713103540579
