disease,feature_block,fold,feature_name,rank,mean_abs_shap_fold
acute flare-up of triaditis/chronic enteropathy,combined,4,num__lymphocyte count,16.0,0.43469555818593336
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_gusts_10m_max__mean_7d,17.0,0.4232076160162165
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_hours__mean_7d,18.0,0.41028901371816134
acute flare-up of triaditis/chronic enteropathy,combined,4,num__apparent_temperature_max__day1,19.0,0.39254585918737994
acute flare-up of triaditis/chronic enteropathy,combined,4,num__BUN concentration,20.0,0.3877820769826531
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_direction_10m_dominant__mean_7d,21.0,0.3838082112351344
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_gusts_10m_max__peak_14d,22.0,0.3660505114703941
acute flare-up of triaditis/chronic enteropathy,combined,4,num__Initial total protein concentration (in g/l),23.0,0.36188688690875015
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_hours__peak_14d,24.0,0.35611024720078627
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_sum__mean_7d,25.0,0.3414909159467926
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__eda3_weekday_mon,26.0,0.3354761971099842
acute flare-up of triaditis/chronic enteropathy,combined,4,num__daylight_duration__day1,27.0,0.32689583034841474
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_gusts_10m_max__mean_13d,28.0,0.30576331573308474
acute flare-up of triaditis/chronic enteropathy,combined,4,num__surface_pressure_max__day1,29.0,0.3005071780571966
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_sum__day1,30.0,0.2567944620832812
acute flare-up of triaditis/chronic enteropathy,combined,4,num__CREA concentration ,31.0,0.2509127388653309
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__regularly dewormed_no,32.0,0.24382719297019012
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_hours__peak_7d,33.0,0.22457238747544486
acute flare-up of triaditis/chronic enteropathy,combined,4,num__moon_phase_sin,34.0,0.20841665474950438
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_hours__mean_13d,35.0,0.20414294337492575
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__breed_EKH,36.0,0.20377674282732106
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__neuter status_intact,37.0,0.1797501477553724
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__hematocrit interpretation_lower limit,38.0,0.1725132098389071
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_direction_10m_dominant__peak_14d,39.0,0.1680209579317053
acute flare-up of triaditis/chronic enteropathy,combined,4,num__snowfall_sum__mean_13d,40.0,0.1489394841379503
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__leukocyte count interpreatation_upper limit,41.0,0.14843024650419143
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__eda3_month_oct,42.0,0.1453910183106242
acute flare-up of triaditis/chronic enteropathy,combined,4,num__Na value,43.0,0.14130495480229197
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_hours__mean_2d,44.0,0.13926122552644962
acute flare-up of triaditis/chronic enteropathy,combined,4,num__precipitation_sum__peak_14d,45.0,0.1361184546541738
acute flare-up of triaditis/chronic enteropathy,combined,4,num__initial hematocrit,46.0,0.13291404236824106
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__left shift_no,47.0,0.113694519659209
acute flare-up of triaditis/chronic enteropathy,combined,4,num__wind_direction_10m_dominant__mean_13d,48.0,0.11341828671620913
acute flare-up of triaditis/chronic enteropathy,combined,4,cat__regularly dewormed_Missing,49.0,0.09810403538989544
acute flare-up of triaditis/chronic enteropathy,combined,4,num__Albumin concentration (in g/l),50.0,0.09624379665112864
acute flare-up of triaditis/chronic enteropathy,combined,5,num__body weight,1.0,1.2464574379475812
acute flare-up of triaditis/chronic enteropathy,combined,5,num__neutrophil count (x 10^9/L),2.0,1.0353117698357661
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_direction_10m_dominant__day1,3.0,0.9282771028173842
acute flare-up of triaditis/chronic enteropathy,combined,5,num__hospitalization time (days),4.0,0.8784938879138351
acute flare-up of triaditis/chronic enteropathy,combined,5,num__CREA concentration ,5.0,0.8040078491369272
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__eda3_weekday_mon,6.0,0.7860568219915883
acute flare-up of triaditis/chronic enteropathy,combined,5,num__leukocyte count,7.0,0.7451539698543087
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__regularly dewormed_yes,8.0,0.7096490322442502
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_gusts_10m_max__peak_14d,9.0,0.5714838196457889
acute flare-up of triaditis/chronic enteropathy,combined,5,num__K value,10.0,0.5636607369119391
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_gusts_10m_max__day1,11.0,0.5622538000684917
acute flare-up of triaditis/chronic enteropathy,combined,5,num__surface_pressure_max__day1,12.0,0.5606441644104887
acute flare-up of triaditis/chronic enteropathy,combined,5,num__moon_phase_sin,13.0,0.538502863721148
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__hematocrit interpretation_lower limit,14.0,0.5036158366886567
acute flare-up of triaditis/chronic enteropathy,combined,5,num__Albumin concentration (in g/l),15.0,0.49408345402426135
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__Na interpreatation_decreased,16.0,0.4930341623190453
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_sum__day1,17.0,0.41946484908654386
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_gusts_10m_max__mean_13d,18.0,0.3892448236862326
acute flare-up of triaditis/chronic enteropathy,combined,5,num__Cl value,19.0,0.36868656754400925
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__neuter status_intact,20.0,0.3417926041484559
acute flare-up of triaditis/chronic enteropathy,combined,5,num__lymphocyte count,21.0,0.3255969919899463
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_hours__peak_14d,22.0,0.3217796430848972
acute flare-up of triaditis/chronic enteropathy,combined,5,num__Initial total protein concentration (in g/l),23.0,0.29576418421579675
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_direction_10m_dominant__mean_13d,24.0,0.25979932865780897
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_sum__peak_14d,25.0,0.24383529803766374
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__urban or rural region_village,26.0,0.23855644535057025
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_hours__mean_7d,27.0,0.23830642027805463
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__eda3_weekday_sun,28.0,0.23779767319134232
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_direction_10m_dominant__peak_7d,29.0,0.2323046805766462
acute flare-up of triaditis/chronic enteropathy,combined,5,num__Na value,30.0,0.22969791958381283
acute flare-up of triaditis/chronic enteropathy,combined,5,num__moon_phase_cos,31.0,0.20055748980055726
acute flare-up of triaditis/chronic enteropathy,combined,5,num__apparent_temperature_max__day1,32.0,0.1764484384247121
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_direction_10m_dominant__peak_14d,33.0,0.168778616206306
acute flare-up of triaditis/chronic enteropathy,combined,5,num__initial hematocrit,34.0,0.1520704753546783
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_direction_10m_dominant__mean_7d,35.0,0.13298604918786885
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_hours__mean_2d,36.0,0.13163097713015304
acute flare-up of triaditis/chronic enteropathy,combined,5,num__surface_pressure_max__mean_13d,37.0,0.12805452356120733
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_sum__mean_2d,38.0,0.12775636449472408
acute flare-up of triaditis/chronic enteropathy,combined,5,num__BUN concentration,39.0,0.12090078244763763
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__breed_EKH,40.0,0.10582869329692735
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_sum__mean_7d,41.0,0.0986126284198248
acute flare-up of triaditis/chronic enteropathy,combined,5,num__hospitalization time (days)__missing,42.0,0.09491689951173513
acute flare-up of triaditis/chronic enteropathy,combined,5,num__wind_gusts_10m_max__mean_7d,43.0,0.09288318276134891
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__regularly dewormed_no,44.0,0.09192860753408681
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__CREA interpretation_lower limit,45.0,0.09109206244202443
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__urban or rural region_small town,46.0,0.0832958245508515
acute flare-up of triaditis/chronic enteropathy,combined,5,cat__eda3_season_autumn,47.0,0.06275819925214013
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_hours__day1,48.0,0.06031956041983771
acute flare-up of triaditis/chronic enteropathy,combined,5,num__precipitation_hours__mean_13d,49.0,0.0580368431434114
acute flare-up of triaditis/chronic enteropathy,combined,5,num__snowfall_sum__mean_13d,50.0,0.0570643639226304
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_sum__mean_7d,1.0,0.7629315738448421
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_sum__peak_14d,2.0,0.7102308480145949
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_gusts_10m_max__day1,3.0,0.6755810685162713
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__moon_phase_sin,4.0,0.6405635772775199
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__peak_14d,5.0,0.5904825758185521
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__mean_7d,6.0,0.5782064487253723
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_gusts_10m_max__peak_14d,7.0,0.5663038070815776
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_direction_10m_dominant__day1,8.0,0.5565109726985976
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_sum__mean_13d,9.0,0.505347068779844
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_sum__day1,10.0,0.5029197719892333
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_sum__mean_2d,11.0,0.4677085930107524
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_weekday_sat,12.0,0.4537086198605088
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__moon_phase_cos,13.0,0.408828565280934
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__surface_pressure_max__day1,14.0,0.3884417286574052
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__surface_pressure_max__mean_13d,15.0,0.38406008221498633
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_gusts_10m_max__mean_13d,16.0,0.37076714447977954
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_direction_10m_dominant__peak_14d,17.0,0.34213353646556466
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__apparent_temperature_max__day1,18.0,0.26358991040532453
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_gusts_10m_max__mean_7d,19.0,0.2538286768534
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_direction_10m_dominant__peak_7d,20.0,0.24562168610018073
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__mean_13d,21.0,0.24271496200720416
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_direction_10m_dominant__mean_13d,22.0,0.22372395700719086
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__snowfall_sum__mean_3d,23.0,0.21694581919035097
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__wind_direction_10m_dominant__mean_7d,24.0,0.19842360970567405
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__day1,25.0,0.18679108671074554
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_weekday_sun,26.0,0.15197267132224376
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__snowfall_sum__mean_13d,27.0,0.1431722208079967
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_weekday_wed,28.0,0.13796218060688448
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__daylight_duration__day1,29.0,0.12788818110332048
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_weekday_fri,30.0,0.11168207999404288
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__snowfall_sum__mean_7d,31.0,0.10134465644742112
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__peak_7d,32.0,0.09325339842797369
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_season_autumn,33.0,0.08029933919819476
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__precipitation_hours__mean_2d,34.0,0.0731034212214243
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_season_spring,35.0,0.03889785357913082
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_oct,36.0,0.03277927473446317
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_weekday_mon,37.0,0.029676910454809646
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_season_winter,38.0,0.014037771159051738
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__snowfall_sum__mean_2d,39.0,0.011788546530934847
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,num__snowfall_sum__day1,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_apr,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_aug,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_dec,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_feb,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jan,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jul,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jun,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_mar,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_may,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_nov,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__peak_14d,1.0,1.0480314561293922
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_oct,2.0,0.9818590513089585
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__surface_pressure_max__mean_13d,3.0,0.857475176068299
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__day1,4.0,0.7043066615040766
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__mean_13d,5.0,0.6384365684138729
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_sat,6.0,0.5987528139733761
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__day1,7.0,0.592825155865585
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__peak_14d,8.0,0.546114713621876
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__surface_pressure_max__day1,9.0,0.545220940750122
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_13d,10.0,0.524029183441267
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_13d,11.0,0.5228674380438366
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__moon_phase_sin,12.0,0.503357580649813
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_7d,13.0,0.48784795378784496
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__mean_7d,14.0,0.45571145219408254
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__peak_14d,15.0,0.4396821679666843
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__peak_7d,16.0,0.38616233617792844
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__apparent_temperature_max__day1,17.0,0.3741775158592672
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__day1,18.0,0.3660157817340144
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__peak_14d,19.0,0.31114150034091875
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__mean_7d,20.0,0.29382791474884173
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_2d,21.0,0.2843924745926036
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__moon_phase_cos,22.0,0.2796590098263167
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_7d,23.0,0.2721367074917921
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_2d,24.0,0.22955890228610545
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__daylight_duration__day1,25.0,0.21131321217595342
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__peak_7d,26.0,0.20474001273593928
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_sun,27.0,0.18168314821569764
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__day1,28.0,0.1730232805469921
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__mean_13d,29.0,0.15693244249502786
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_3d,30.0,0.08528571446635037
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_fri,31.0,0.08479524339616525
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_season_autumn,32.0,0.0679212335729246
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_mon,33.0,0.06399584212191453
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_7d,34.0,0.05684697242365066
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_tue,35.0,0.035840544319688236
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_13d,36.0,0.027650455082891313
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_aug,37.0,0.02325797519726552
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_season_winter,38.0,0.021545431843348707
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_thu,39.0,0.005888866425036087
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_sep,40.0,0.004913300111584245
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__day1,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_2d,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_apr,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_dec,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_feb,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jan,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jul,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jun,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_mar,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_may,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_13d,1.0,0.9422106609813746
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__peak_14d,2.0,0.9275766517855675
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__day1,3.0,0.89469487812125
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__moon_phase_cos,4.0,0.8277553925012656
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__surface_pressure_max__mean_13d,5.0,0.7150342027732584
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__surface_pressure_max__day1,6.0,0.6909946225283661
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_7d,7.0,0.6632435140669146
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__peak_14d,8.0,0.6283794249276159
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__day1,9.0,0.6003838994266932
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_2d,10.0,0.5269546919900794
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_7d,11.0,0.442125618568446
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_mon,12.0,0.39454505064887513
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__mean_13d,13.0,0.3818373849014223
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__peak_14d,14.0,0.37523856377254317
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__mean_7d,15.0,0.3537856775299694
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__moon_phase_sin,16.0,0.3450088187254274
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__peak_14d,17.0,0.3191716234651073
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__day1,18.0,0.31354008561061353
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_sun,19.0,0.2818810625427744
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__peak_7d,20.0,0.2769823708356632
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__daylight_duration__day1,21.0,0.27421447907648855
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__apparent_temperature_max__day1,22.0,0.2711455050252243
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__day1,23.0,0.2276418968232211
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__peak_7d,24.0,0.21352584934196203
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_sat,25.0,0.18844407271410343
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_13d,26.0,0.12218786838454822
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__mean_13d,27.0,0.12122001808328928
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_wed,28.0,0.1078994004395472
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__mean_7d,29.0,0.10560396217663454
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_2d,30.0,0.10222545387310643
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_3d,31.0,0.09867898291273149
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_13d,32.0,0.08585211937584977
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_2d,33.0,0.08570763727424074
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_oct,34.0,0.06866759070927746
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_winter,35.0,0.06486406157017563
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_autumn,36.0,0.06452671853517138
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_7d,37.0,0.046798039696265344
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_thu,38.0,0.02007061175784327
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_spring,39.0,0.005031679343902673
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__day1,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_apr,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_aug,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_dec,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_feb,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jan,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jul,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jun,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_mar,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_may,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_nov,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_weekday_sat,1.0,1.0148375707686157
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__day1,2.0,0.6853314455845209
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__peak_14d,3.0,0.6740187081377641
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_13d,4.0,0.6328907895736262
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__day1,5.0,0.6251922749336342
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__apparent_temperature_max__day1,6.0,0.5929321055574208
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__peak_14d,7.0,0.5901141123159672
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_2d,8.0,0.5791301551453313
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_7d,9.0,0.5765500966701161
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__surface_pressure_max__day1,10.0,0.4981139011034905
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__moon_phase_sin,11.0,0.44738012838309044
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__peak_14d,12.0,0.44299991277797585
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_7d,13.0,0.44074633210092445
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_13d,14.0,0.36723447205187376
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__moon_phase_cos,15.0,0.35872362214656117
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__mean_7d,16.0,0.3514373427324643
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_2d,17.0,0.33952380487320954
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_season_autumn,18.0,0.3242035627062924
