disease,feature_block,fold,feature_name,rank,mean_abs_shap_fold
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_aug,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_dec,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_feb,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jan,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jul,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_jun,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_mar,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,1,cat__eda3_month_may,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__surface_pressure_max__mean_13d,1.0,0.9973864375872884
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__peak_14d,2.0,0.8929428257809833
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__mean_13d,3.0,0.8263033907672518
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_13d,4.0,0.7134872836865876
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__day1,5.0,0.7034546985283019
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_7d,6.0,0.6626609917320059
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__day1,7.0,0.6000032974085577
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__peak_14d,8.0,0.5760421531518168
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__day1,9.0,0.5749514100066663
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_oct,10.0,0.520481663936674
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_sat,11.0,0.4973836411337811
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__moon_phase_sin,12.0,0.4703965290580938
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__peak_7d,13.0,0.4064814851028346
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__peak_14d,14.0,0.3980943861730231
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_gusts_10m_max__mean_7d,15.0,0.38600514895429566
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__peak_7d,16.0,0.3626728456496585
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__apparent_temperature_max__day1,17.0,0.3581825596792267
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_2d,18.0,0.3400763716519252
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_13d,19.0,0.3355439954384793
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__surface_pressure_max__day1,20.0,0.31940096626964276
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__mean_7d,21.0,0.2999887273132051
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__daylight_duration__day1,22.0,0.29855923927809974
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__mean_7d,23.0,0.28821664973693367
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_mon,24.0,0.28455389720684854
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__peak_14d,25.0,0.2596682509075741
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_sum__mean_2d,26.0,0.2541491010058049
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__precipitation_hours__day1,27.0,0.25093191857739194
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__moon_phase_cos,28.0,0.22609587220470656
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__wind_direction_10m_dominant__mean_13d,29.0,0.12467954557433293
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_7d,30.0,0.11653607925560194
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_season_autumn,31.0,0.11328775390173285
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_sun,32.0,0.1130277742069095
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_13d,33.0,0.08254842404354767
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_3d,34.0,0.05799328834114047
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_aug,35.0,0.03705849988887101
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_weekday_thu,36.0,0.007763948058003051
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_season_summer,37.0,0.007260298239862782
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_season_winter,38.0,0.0058241366549100495
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__day1,39.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,num__snowfall_sum__mean_2d,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_apr,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_dec,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_feb,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jan,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jul,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_jun,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_mar,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_may,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_nov,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,2,cat__eda3_month_sep,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__day1,1.0,1.084442778997979
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__day1,2.0,0.7549684178238882
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__peak_14d,3.0,0.7479863871327291
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_13d,4.0,0.6076484907736167
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__peak_14d,5.0,0.5955182588444593
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_2d,6.0,0.581273801066972
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__moon_phase_cos,7.0,0.5700229830416167
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__moon_phase_sin,8.0,0.4649183437662502
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__surface_pressure_max__day1,9.0,0.46155826390857496
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__mean_7d,10.0,0.4515051156375351
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__day1,11.0,0.436008134858023
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_sum__mean_7d,12.0,0.43556239607955843
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_mon,13.0,0.40026427860038466
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__surface_pressure_max__mean_13d,14.0,0.3880680711647917
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__daylight_duration__day1,15.0,0.3459894797163501
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_7d,16.0,0.3276880353435733
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__peak_14d,17.0,0.28376497796304734
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__mean_13d,18.0,0.2525679876018055
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_13d,19.0,0.24798176816927972
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__peak_14d,20.0,0.24756770802093747
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_wed,21.0,0.2448920517898146
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__apparent_temperature_max__day1,22.0,0.24389221813149017
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_sun,23.0,0.23861883809180323
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__peak_7d,24.0,0.21238630364676805
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_direction_10m_dominant__mean_7d,25.0,0.18726510817783648
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_autumn,26.0,0.16538626682623883
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_oct,27.0,0.12325581516346366
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_3d,28.0,0.10845418786506389
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__day1,29.0,0.1066423144265059
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__peak_7d,30.0,0.09940092585614596
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__precipitation_hours__mean_2d,31.0,0.0976931011579881
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__wind_gusts_10m_max__mean_13d,32.0,0.08699900452921948
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_13d,33.0,0.07559298655070888
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_weekday_sat,34.0,0.06502317906250922
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_sep,35.0,0.06211768528546148
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_7d,36.0,0.05375153827425118
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__mean_2d,37.0,0.02093472676045048
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_summer,38.0,0.012313994228444312
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,num__snowfall_sum__day1,39.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_apr,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_aug,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_dec,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_feb,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jan,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jul,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_jun,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_mar,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_may,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_month_nov,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,3,cat__eda3_season_spring,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_weekday_sat,1.0,1.006878006439505
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__peak_14d,2.0,0.9027901027715205
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__day1,3.0,0.85383298800898
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__day1,4.0,0.8304105421942397
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__moon_phase_sin,5.0,0.7032472163395492
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_13d,6.0,0.6929067833226916
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_2d,7.0,0.6731783779603718
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__mean_7d,8.0,0.5380805987144924
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__peak_14d,9.0,0.49102187446760326
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__surface_pressure_max__mean_13d,10.0,0.48304550695192355
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__mean_7d,11.0,0.4177613754128531
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__surface_pressure_max__day1,12.0,0.3999007656281852
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_gusts_10m_max__mean_13d,13.0,0.39717251984922536
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_7d,14.0,0.3648138013309045
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__apparent_temperature_max__day1,15.0,0.36151635694319306
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_13d,16.0,0.3562487669209002
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__peak_14d,17.0,0.3535991359823068
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__peak_7d,18.0,0.295485017324701
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__peak_7d,19.0,0.2815904580578577
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__peak_14d,20.0,0.27909060257940765
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_sum__day1,21.0,0.267938743655338
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_weekday_sun,22.0,0.22916958855123531
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__moon_phase_cos,23.0,0.21291074210160968
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_weekday_mon,24.0,0.2016534274300028
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_oct,25.0,0.19531255770264236
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__mean_13d,26.0,0.1616251832421381
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__wind_direction_10m_dominant__mean_7d,27.0,0.14728423513497788
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__mean_2d,28.0,0.1448520435346199
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__snowfall_sum__mean_7d,29.0,0.12069442555145939
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__snowfall_sum__mean_13d,30.0,0.10730778938060842
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__daylight_duration__day1,31.0,0.07975056903343722
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__precipitation_hours__day1,32.0,0.0527546260729473
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_season_autumn,33.0,0.04562406344227701
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_weekday_thu,34.0,0.026962614252246567
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_sep,35.0,0.025891375444950175
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__snowfall_sum__mean_2d,36.0,0.019521257923452343
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_season_spring,37.0,0.009995094662757656
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_season_winter,38.0,0.007041209088578538
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__snowfall_sum__day1,39.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,num__snowfall_sum__mean_3d,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_apr,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_aug,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_dec,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_feb,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_jan,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_jul,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_jun,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_mar,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_may,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,4,cat__eda3_month_nov,50.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_gusts_10m_max__peak_14d,1.0,1.296482143414954
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_direction_10m_dominant__day1,2.0,0.9865153583499388
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_gusts_10m_max__day1,3.0,0.7567927802424627
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_sum__peak_14d,4.0,0.7407811046279568
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__moon_phase_sin,5.0,0.6487785576566943
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_sum__mean_2d,6.0,0.6179661005819987
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_sum__mean_7d,7.0,0.5746844433465557
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_gusts_10m_max__mean_13d,8.0,0.5218830720204478
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__surface_pressure_max__mean_13d,9.0,0.4869285829180269
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_weekday_mon,10.0,0.45814520519684193
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__surface_pressure_max__day1,11.0,0.45422951071481754
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__moon_phase_cos,12.0,0.4322413515855844
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_weekday_sun,13.0,0.4104124840135683
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__peak_14d,14.0,0.40784779628260864
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_direction_10m_dominant__mean_13d,15.0,0.39094626453385445
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_oct,16.0,0.3522029132682996
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_sum__mean_13d,17.0,0.33664680528391977
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_direction_10m_dominant__peak_7d,18.0,0.33014064654630865
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__day1,19.0,0.31617524913339234
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_gusts_10m_max__mean_7d,20.0,0.3030070136072572
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_season_autumn,21.0,0.3026859344570971
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__mean_7d,22.0,0.29774712150468674
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_direction_10m_dominant__mean_7d,23.0,0.28951226577319966
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__wind_direction_10m_dominant__peak_14d,24.0,0.2273244675333494
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__daylight_duration__day1,25.0,0.21728873964994527
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__apparent_temperature_max__day1,26.0,0.20799286057070696
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__mean_2d,27.0,0.1809868385698243
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_sum__day1,28.0,0.17435852351632006
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__mean_13d,29.0,0.1598095634680803
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__precipitation_hours__peak_7d,30.0,0.1327745126793289
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_weekday_sat,31.0,0.10755882930372458
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__snowfall_sum__mean_13d,32.0,0.10450172927706004
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__snowfall_sum__mean_3d,33.0,0.061342506156920856
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__snowfall_sum__mean_7d,34.0,0.04508070080423092
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_weekday_wed,35.0,0.03998624675168993
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_season_winter,36.0,0.03921208162958724
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_sep,37.0,0.020371265240033208
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_season_summer,38.0,0.01812178018525059
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_weekday_thu,39.0,0.014313377813144006
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__snowfall_sum__day1,40.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,num__snowfall_sum__mean_2d,41.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_apr,42.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_aug,43.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_dec,44.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_feb,45.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_jan,46.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_jul,47.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_jun,48.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_mar,49.0,0.0
acute flare-up of triaditis/chronic enteropathy,environmental_only,5,cat__eda3_month_may,50.0,0.0
acute gastroenteritis,clinical_only,1,num__hospitalization time (days),1.0,4.406762358255768
acute gastroenteritis,clinical_only,1,num__hospitalization time (days)__missing,2.0,2.0037467726559246
acute gastroenteritis,clinical_only,1,num__lymphocyte count,3.0,1.916156736456972
acute gastroenteritis,clinical_only,1,num__BUN concentration,4.0,1.5774595011752313
acute gastroenteritis,clinical_only,1,num__neutrophil count (x 10^9/L),5.0,0.9167236726038532
acute gastroenteritis,clinical_only,1,num__body weight,6.0,0.7333173679502293
acute gastroenteritis,clinical_only,1,num__K value,7.0,0.632875035977504
acute gastroenteritis,clinical_only,1,num__Na value,8.0,0.615406512147973
acute gastroenteritis,clinical_only,1,cat__breed_EKH,9.0,0.5876632961331294
acute gastroenteritis,clinical_only,1,cat__sex_M,10.0,0.5670736315302296
acute gastroenteritis,clinical_only,1,num__initial hematocrit,11.0,0.4744490615292585
acute gastroenteritis,clinical_only,1,num__CREA concentration ,12.0,0.4709303355998301
acute gastroenteritis,clinical_only,1,num__leukocyte count,13.0,0.44659811044183134
acute gastroenteritis,clinical_only,1,num__Initial total protein concentration (in g/l),14.0,0.4360292077861767
acute gastroenteritis,clinical_only,1,cat__neutrophil count interpretation_upper limit,15.0,0.39519779569277647
acute gastroenteritis,clinical_only,1,cat__regularly dewormed_no,16.0,0.34371876605663637
acute gastroenteritis,clinical_only,1,cat__CREA interpretation_physiological,17.0,0.3238667118484156
acute gastroenteritis,clinical_only,1,cat__regularly dewormed_yes,18.0,0.2998210141270377
acute gastroenteritis,clinical_only,1,num__Cl value,19.0,0.26824662722051434
acute gastroenteritis,clinical_only,1,cat__Na interpreatation_lower limit,20.0,0.2640250853312699
acute gastroenteritis,clinical_only,1,cat__regularly vaccinated_yes,21.0,0.23435109884870864
acute gastroenteritis,clinical_only,1,num__Albumin concentration (in g/l),22.0,0.2343508677171059
acute gastroenteritis,clinical_only,1,cat__BUN interpreattion_increased,23.0,0.2119462818326779
acute gastroenteritis,clinical_only,1,cat__regularly vaccinated_Missing,24.0,0.18551486794075878
acute gastroenteritis,clinical_only,1,cat__Na interpreatation_physiological,25.0,0.1781101719412198
acute gastroenteritis,clinical_only,1,cat__hematocrit interpretation_upper limit,26.0,0.16944533776898896
acute gastroenteritis,clinical_only,1,num__altitude (MASL),27.0,0.1519615467075518
acute gastroenteritis,clinical_only,1,cat__neuter status_intact,28.0,0.14572723552680367
acute gastroenteritis,clinical_only,1,cat__Cl interpreatation_upper limit,29.0,0.1256257475592815
acute gastroenteritis,clinical_only,1,cat__regularly dewormed_Missing,30.0,0.092037414025433
acute gastroenteritis,clinical_only,1,cat__urban or rural region_small town,31.0,0.09106782561244757
acute gastroenteritis,clinical_only,1,cat__travel history_no,32.0,0.08162159169883687
acute gastroenteritis,clinical_only,1,cat__sex_F,33.0,0.07700751240323532
acute gastroenteritis,clinical_only,1,cat__travel history_Missing,34.0,0.0697929569278038
acute gastroenteritis,clinical_only,1,cat__urban or rural region_city,35.0,0.06685743360950337
acute gastroenteritis,clinical_only,1,cat__lymphocyte count interpreatation_lower limit,36.0,0.0592853337726985
acute gastroenteritis,clinical_only,1,cat__fecal examination_Missing,37.0,0.05482604878916303
acute gastroenteritis,clinical_only,1,cat__Albumin interpretation_physiological,38.0,0.054261671733637225
acute gastroenteritis,clinical_only,1,cat__Albumin interpretation_upper limit,39.0,0.04592829994692649
acute gastroenteritis,clinical_only,1,cat__left shift_no,40.0,0.04562952301664062
acute gastroenteritis,clinical_only,1,cat__CREA interpretation_lower limit,41.0,0.041224417063533185
acute gastroenteritis,clinical_only,1,num__BUN concentration__missing,42.0,0.030293916532541963
acute gastroenteritis,clinical_only,1,cat__Albumin interpretation_lower limit,43.0,0.02780878414544836
acute gastroenteritis,clinical_only,1,cat__K interpreatation_upper limit,44.0,0.02699498141269116
acute gastroenteritis,clinical_only,1,cat__neutrophil count interpretation_physiological,45.0,0.02474887118313207
acute gastroenteritis,clinical_only,1,num__Cl value__missing,46.0,0.02382060333054096
acute gastroenteritis,clinical_only,1,cat__left shift_yes,47.0,0.022171221670776464
acute gastroenteritis,clinical_only,1,cat__neutrophil count interpretation_lower limit,48.0,0.0204748046275141
acute gastroenteritis,clinical_only,1,cat__hematocrit interpretation_lower limit,49.0,0.01992171026717328
acute gastroenteritis,clinical_only,1,cat__initial total protein interpreatation_upper limit,50.0,0.01867397798213861
acute gastroenteritis,clinical_only,2,num__hospitalization time (days),1.0,5.126757563098976
acute gastroenteritis,clinical_only,2,num__hospitalization time (days)__missing,2.0,1.6246401939003703
acute gastroenteritis,clinical_only,2,num__BUN concentration,3.0,1.610498099257303
acute gastroenteritis,clinical_only,2,num__lymphocyte count,4.0,1.0888269389678835
acute gastroenteritis,clinical_only,2,num__body weight,5.0,0.8913616174973921
acute gastroenteritis,clinical_only,2,num__leukocyte count,6.0,0.831941158191786
