model,feature_block,n_folds,accuracy_mean,accuracy_std,accuracy_mean_pm_std,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_mean_pm_std,macro_f1_mean,macro_f1_std,macro_f1_mean_pm_std,weighted_f1_mean,weighted_f1_std,weighted_f1_mean_pm_std
hist_gb,clinical_only,5,0.579621095750128,0.060964162073270746,0.5796 ± 0.0610,0.6106437908496731,0.047762264328108796,0.6106 ± 0.0478,0.6072045733272583,0.04360497728006252,0.6072 ± 0.0436,0.5763841275023518,0.05814227195273881,0.5764 ± 0.0581
hist_gb,combined,5,0.5605734767025089,0.029694369195190074,0.5606 ± 0.0297,0.5966405228758169,0.032051654984447946,0.5966 ± 0.0321,0.6067062760300957,0.02556705098623421,0.6067 ± 0.0256,0.562799039970024,0.027105984919061958,0.5628 ± 0.0271
hist_gb,environmental_only,5,0.37260624679979515,0.041249475636586395,0.3726 ± 0.0412,0.34023039215686274,0.04840113841943077,0.3402 ± 0.0484,0.3415919325184337,0.051043076841520776,0.3416 ± 0.0510,0.3621078593317151,0.0427006589592067,0.3621 ± 0.0427
logistic_ovr,clinical_only,5,0.5539170506912442,0.07113791993964537,0.5539 ± 0.0711,0.5904281045751634,0.04602159883727492,0.5904 ± 0.0460,0.5829680292334245,0.05431055363411337,0.5830 ± 0.0543,0.5485436856784291,0.07327387079012034,0.5485 ± 0.0733
logistic_ovr,combined,5,0.5442908346134152,0.06889838066946333,0.5443 ± 0.0689,0.5894493464052287,0.06183129105343175,0.5894 ± 0.0618,0.5833410688155622,0.06279143985223519,0.5833 ± 0.0628,0.5414812952780924,0.06998236308368502,0.5415 ± 0.0700
logistic_ovr,environmental_only,5,0.3343573988735279,0.049841071003409586,0.3344 ± 0.0498,0.3422271241830065,0.04902466021076343,0.3422 ± 0.0490,0.3290205005516407,0.04495965121837078,0.3290 ± 0.0450,0.32906758546308224,0.04838414432703568,0.3291 ± 0.0484
random_forest,clinical_only,5,0.5125448028673836,0.060008405697625625,0.5125 ± 0.0600,0.510295751633987,0.06934260034885249,0.5103 ± 0.0693,0.504236391015952,0.06324173643793284,0.5042 ± 0.0632,0.48254561731316714,0.0532251207973888,0.4825 ± 0.0532
random_forest,combined,5,0.5572964669738864,0.03088495763329992,0.5573 ± 0.0309,0.5421846405228758,0.05130143728682513,0.5422 ± 0.0513,0.5374796725271677,0.039140803879854684,0.5375 ± 0.0391,0.516190855411747,0.023830514895295106,0.5162 ± 0.0238
random_forest,environmental_only,5,0.3599590373783922,0.016654844820574086,0.3600 ± 0.0167,0.3238480392156863,0.03943289772972319,0.3238 ± 0.0394,0.32597384525561063,0.0364526867219,0.3260 ± 0.0365,0.34609080974013423,0.025086385704705737,0.3461 ± 0.0251
